thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
57,0,57,[np.float64(0.2311111111111111)],[np.float64(0.10666666666666667)],[1],[0],[0],[1.4614445840015833],['target'],57,0,57,0,95.53916295900126,,10,95.53011083399906,95.53916295900126,95.53916295900126,0.05680904199834913,96.99160795900025,[np.float64(0.2311111111111111)],[np.float64(0.10666666666666667)],[1],[0],[0],[1.4614445840015833],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
58,0,58,[np.float64(0.4633333333333333)],[np.float64(-0.45444444444444443)],[1],[0],[0],[1.3440882500035514],['target'],58,0,58,0,97.05687679200128,,10,97.04748233400096,97.05687679200128,97.05687679200128,0.05570929199893726,98.3916229589995,[np.float64(0.4633333333333333)],[np.float64(-0.45444444444444443)],[1],[0],[0],[1.3440882500035514],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
59,0,59,[np.float64(-0.12)],[np.float64(-0.11222222222222222)],[1],[0],[0],[1.7082962919994316],['target'],59,0,59,0,98.45958333399903,,10,98.44992841699786,98.45958333399903,98.45958333399903,0.058138208001764724,100.15827524999986,[np.float64(-0.12)],[np.float64(-0.11222222222222222)],[1],[0],[0],[1.7082962919994316],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
60,0,60,[np.float64(0.2788888888888889)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.509472707999521],['target'],60,0,60,0,100.22341733400026,,10,100.21414233399992,100.22341733400026,100.22341733400026,0.055699542001093505,101.7236867089996,[np.float64(0.2788888888888889)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.509472707999521],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
61,0,61,[np.float64(-0.20444444444444446)],[np.float64(-0.15222222222222223)],[1],[0],[0],[1.3192282920026628],['target'],61,0,61,0,101.76269537500048,,5,101.75608558399836,101.76269537500048,101.76269537500048,0.03217466700152727,103.07540079200044,[np.float64(-0.20444444444444446)],[np.float64(-0.15222222222222223)],[1],[0],[0],[1.3192282920026628],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
62,0,62,[np.float64(-0.15444444444444444)],[np.float64(0.11)],[1],[0],[0],[2.0894147500002873],['target'],62,0,62,0,103.14453358399987,,10,103.13530733399966,103.14453358399987,103.14453358399987,0.059728958000050625,105.22477908400106,[np.float64(-0.15444444444444444)],[np.float64(0.11)],[1],[0],[0],[2.0894147500002873],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
63,0,63,[np.float64(0.4855555555555556)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.2930845000009867],['target'],63,0,63,0,105.29111562500111,,10,105.28172224999798,105.29111562500111,105.29111562500111,0.056754375000309665,106.57485691699912,[np.float64(0.4855555555555556)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.2930845000009867],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
64,0,64,[np.float64(-0.4255555555555556)],[np.float64(-0.26555555555555554)],[1],[0],[0],[1.3339479169990227],['target'],64,0,64,0,106.61204579200057,,5,106.6055457500006,106.61204579200057,106.61204579200057,0.030518291998305358,107.93956199999957,[np.float64(-0.4255555555555556)],[np.float64(-0.26555555555555554)],[1],[0],[0],[1.3339479169990227],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
65,0,65,[np.float64(-0.051111111111111114)],[np.float64(0.37444444444444447)],[1],[0],[0],[1.0698425000009593],['target'],65,0,65,0,107.97828624999966,,5,107.97209658399879,107.97828624999966,107.97828624999966,0.032320250000339,109.04200733399921,[np.float64(-0.051111111111111114)],[np.float64(0.37444444444444447)],[1],[0],[0],[1.0698425000009593],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
66,0,66,[np.float64(0.28888888888888886)],[np.float64(0.4633333333333333)],[1],[0],[0],[1.019049709000683],['target'],66,0,66,0,109.11457562500073,,10,109.10564549999981,109.11457562500073,109.11457562500073,0.06346783400294953,110.12475854199874,[np.float64(0.28888888888888886)],[np.float64(0.4633333333333333)],[1],[0],[0],[1.019049709000683],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
67,0,67,[np.float64(0.3655555555555556)],[np.float64(0.14555555555555555)],[1],[0],[0],[1.0362336250000226],['target'],67,0,67,0,110.16132720899986,,5,110.1551088749984,110.16132720899986,110.16132720899986,0.030181833000824554,111.19145112499973,[np.float64(0.3655555555555556)],[np.float64(0.14555555555555555)],[1],[0],[0],[1.0362336250000226],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
68,0,68,[np.float64(0.3877777777777778)],[np.float64(0.2677777777777778)],[1],[0],[0],[1.0253484169988951],['target'],68,0,68,0,111.25821949999954,,10,111.24914462499873,111.25821949999954,111.25821949999954,0.05751695800063317,112.27454062499964,[np.float64(0.3877777777777778)],[np.float64(0.2677777777777778)],[1],[0],[0],[1.0253484169988951],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
69,0,69,[np.float64(0.012222222222222223)],[np.float64(-0.0044444444444444444)],[1],[0],[0],[1.4347191249980824],['target'],69,0,69,0,112.3113259999991,,5,112.30509724999865,112.3113259999991,112.3113259999991,0.030411957999604056,113.73988037500021,[np.float64(0.012222222222222223)],[np.float64(-0.0044444444444444444)],[1],[0],[0],[1.4347191249980824],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
70,0,70,[np.float64(0.2922222222222222)],[np.float64(-0.3466666666666667)],[1],[0],[0],[1.6514494589973765],['target'],70,0,70,0,113.77955624999959,,5,113.773266917,113.77955624999959,113.77955624999959,0.03320029099995736,115.42481266699906,[np.float64(0.2922222222222222)],[np.float64(-0.3466666666666667)],[1],[0],[0],[1.6514494589973765],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
71,0,71,[np.float64(0.3111111111111111)],[np.float64(0.28555555555555556)],[1],[0],[0],[1.6508019590000913],[None],71,0,71,0,115.46496887499961,,5,115.45875654200063,115.46496887499961,115.46496887499961,0.03373233399906894,117.10965600000054,[np.float64(0.3111111111111111)],[np.float64(0.28555555555555556)],[1],[0],[0],[1.6508019590000913],[None],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
72,0,72,[np.float64(-0.17222222222222222)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.8995269580009335],['target'],72,0,72,0,117.1500170420004,,5,117.14375083399864,117.1500170420004,117.1500170420004,0.033877750000101514,119.04337345900058,[np.float64(-0.17222222222222222)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.8995269580009335],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
73,0,73,[np.float64(0.2577777777777778)],[np.float64(-0.25333333333333335)],[1],[0],[0],[1.2632983330004208],['target'],73,0,73,0,119.0836679999993,,5,119.0774195419981,119.0836679999993,119.0836679999993,0.033812541001680074,120.34081745900039,[np.float64(0.2577777777777778)],[np.float64(-0.25333333333333335)],[1],[0],[0],[1.2632983330004208],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
74,0,74,[np.float64(-0.2222222222222222)],[np.float64(-0.47444444444444445)],[1],[0],[0],[2.2232053330008057],['target'],74,0,74,0,120.41080129200054,,10,120.4018224169995,120.41080129200054,120.41080129200054,0.06077591700159246,122.62508362500012,[np.float64(-0.2222222222222222)],[np.float64(-0.47444444444444445)],[1],[0],[0],[2.2232053330008057],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
75,0,75,[np.float64(-0.16777777777777778)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.4590427500006626],['target'],75,0,75,0,122.691725708999,,10,122.6829035419978,122.691725708999,122.691725708999,0.05762262500138604,124.14199545899828,[np.float64(-0.16777777777777778)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.4590427500006626],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
76,0,76,[np.float64(0.4711111111111111)],[np.float64(-0.034444444444444444)],[1],[0],[0],[1.1444757919998665],['target'],76,0,76,0,124.2068062090002,,10,124.19797516700055,124.2068062090002,124.2068062090002,0.055815832998632686,125.34250387499924,[np.float64(0.4711111111111111)],[np.float64(-0.034444444444444444)],[1],[0],[0],[1.1444757919998665],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
77,0,77,[np.float64(0.47444444444444445)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.225291083999764],['target'],77,0,77,0,125.40929195900026,,10,125.40010600000096,125.40929195900026,125.40929195900026,0.05743929199888953,126.62546133399883,[np.float64(0.47444444444444445)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.225291083999764],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
78,0,78,[np.float64(-0.33444444444444443)],[np.float64(0.43)],[1],[0],[0],[1.4267219170033059],['target'],78,0,78,0,126.69076616700113,,10,126.68160524999985,126.69076616700113,126.69076616700113,0.05594395799926133,128.1083738749985,[np.float64(-0.33444444444444443)],[np.float64(0.43)],[1],[0],[0],[1.4267219170033059],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
79,0,79,[np.float64(0.27666666666666667)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.3014318330024253],[None],79,0,79,0,128.14702304199818,,5,128.14069816700066,128.14702304199818,128.14702304199818,0.03217016700000386,129.4421989170005,[np.float64(0.27666666666666667)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.3014318330024253],[None],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
80,0,80,[np.float64(-0.1688888888888889)],[np.float64(0.0011111111111111111)],[1],[0],[0],[0.9327802920015529],['target'],80,0,80,0,129.48345387500012,,5,129.4769112089998,129.48345387500012,129.48345387500012,0.03454220899948268,130.40977441699943,[np.float64(-0.1688888888888889)],[np.float64(0.0011111111111111111)],[1],[0],[0],[0.9327802920015529],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
81,0,81,[np.float64(0.04555555555555556)],[np.float64(-0.07333333333333333)],[1],[0],[0],[1.2062143330003892],['target'],81,0,81,0,130.477214292001,,10,130.46838308400038,130.477214292001,130.477214292001,0.05843566600015038,131.67464762500094,[np.float64(0.04555555555555556)],[np.float64(-0.07333333333333333)],[1],[0],[0],[1.2062143330003892],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
82,0,82,[np.float64(-0.35444444444444445)],[np.float64(-0.2011111111111111)],[1],[0],[0],[1.45976995899764],['target'],82,0,82,0,131.7394962090002,,10,131.7301674170012,131.7394962090002,131.7394962090002,0.05536095800198382,133.18999224999789,[np.float64(-0.35444444444444445)],[np.float64(-0.2011111111111111)],[1],[0],[0],[1.45976995899764],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
83,0,83,[np.float64(-0.2388888888888889)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.329585125000449],['target'],83,0,83,0,133.2340448340001,,5,133.2276258339989,133.2340448340001,133.2340448340001,0.037466374997165985,134.5572779590002,[np.float64(-0.2388888888888889)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.329585125000449],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
84,0,84,[np.float64(-0.34444444444444444)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.7562199170024542],['target'],84,0,84,0,134.62734533399998,,10,134.61840945899894,134.62734533399998,134.62734533399998,0.060945332999835955,136.3746815839986,[np.float64(-0.34444444444444444)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.7562199170024542],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
85,0,85,[np.float64(0.3566666666666667)],[np.float64(-0.4011111111111111)],[1],[0],[0],[1.6537966659998347],['target'],85,0,85,0,136.41156745899934,,5,136.40535058399837,136.41156745899934,136.41156745899934,0.030503625002893386,138.05921854199914,[np.float64(0.3566666666666667)],[np.float64(-0.4011111111111111)],[1],[0],[0],[1.6537966659998347],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
86,0,86,[np.float64(0.33)],[np.float64(-0.035555555555555556)],[1],[0],[0],[1.3062921250020736],['target'],86,0,86,0,138.12802762499996,,10,138.11840466699869,138.12802762499996,138.12802762499996,0.05901633299799869,139.4247496249991,[np.float64(0.33)],[np.float64(-0.035555555555555556)],[1],[0],[0],[1.3062921250020736],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
87,0,87,[np.float64(0.39444444444444443)],[np.float64(0.3522222222222222)],[1],[0],[0],[1.119823125001858],['target'],87,0,87,0,139.46167412499926,,5,139.45514266700047,139.46167412499926,139.46167412499926,0.03021712500049034,140.57503237499986,[np.float64(0.39444444444444443)],[np.float64(0.3522222222222222)],[1],[0],[0],[1.119823125001858],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
88,0,88,[np.float64(0.3288888888888889)],[np.float64(-0.38555555555555554)],[1],[0],[0],[2.041261874997872],['target'],88,0,88,0,140.64318870900024,,10,140.6340342500007,140.64318870900024,140.64318870900024,0.05883308299962664,142.6753572919988,[np.float64(0.3288888888888889)],[np.float64(-0.38555555555555554)],[1],[0],[0],[2.041261874997872],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
89,0,89,[np.float64(-0.31444444444444447)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.7327186669972434],['target'],89,0,89,0,142.71482666700103,,5,142.7082309590005,142.71482666700103,142.71482666700103,0.03267029199923854,144.44102829199983,[np.float64(-0.31444444444444447)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.7327186669972434],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
90,0,90,[np.float64(0.07777777777777778)],[np.float64(0.09444444444444444)],[1],[0],[0],[0.9822894160024589],['target'],90,0,90,0,144.48005287499836,,5,144.47358641699975,144.48005287499836,144.48005287499836,0.032363999998779036,145.45594424999945,[np.float64(0.07777777777777778)],[np.float64(0.09444444444444444)],[1],[0],[0],[0.9822894160024589],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
91,0,91,[np.float64(0.15555555555555556)],[np.float64(0.48333333333333334)],[1],[0],[0],[2.000768166999478],['target'],91,0,91,0,145.5290652090007,,10,145.5200654170003,145.5290652090007,145.5290652090007,0.06395520900332485,147.52087541699802,[np.float64(0.15555555555555556)],[np.float64(0.48333333333333334)],[1],[0],[0],[2.000768166999478],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
92,0,92,[np.float64(0.24555555555555555)],[np.float64(0.2922222222222222)],[1],[0],[0],[1.432400208999752],['target'],92,0,92,0,147.58318316700024,,10,147.5742889590001,147.58318316700024,147.58318316700024,0.05329058300048928,149.0067450839997,[np.float64(0.24555555555555555)],[np.float64(0.2922222222222222)],[1],[0],[0],[1.432400208999752],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
93,0,93,[np.float64(-0.2822222222222222)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.5200567500032776],['target'],93,0,93,0,149.04394300000058,,5,149.0376947090008,149.04394300000058,149.04394300000058,0.03078237500085379,150.55782416700094,[np.float64(-0.2822222222222222)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.5200567500032776],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
94,0,94,[np.float64(-0.3988888888888889)],[np.float64(0.5)],[1],[0],[0],[2.323950459001935],['target'],94,0,94,0,150.59948233400064,,5,150.59294574999876,150.59948233400064,150.59948233400064,0.034952207999594975,152.91695916699973,[np.float64(-0.3988888888888889)],[np.float64(0.5)],[1],[0],[0],[2.323950459001935],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
95,0,95,[np.float64(-0.2222222222222222)],[np.float64(-0.21)],[1],[0],[0],[1.4114973340001598],['target'],95,0,95,0,152.9522563749997,,5,152.9459051249978,152.9522563749997,152.9522563749997,0.028812499997002305,154.35747083399838,[np.float64(-0.2222222222222222)],[np.float64(-0.21)],[1],[0],[0],[1.4114973340001598],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
96,0,96,[np.float64(0.4288888888888889)],[np.float64(-0.10444444444444445)],[1],[0],[0],[1.8006889170028444],['target'],96,0,96,0,154.39680820899957,,5,154.3902797089977,154.39680820899957,154.39680820899957,0.03260404200045741,156.1910347089979,[np.float64(0.4288888888888889)],[np.float64(-0.10444444444444445)],[1],[0],[0],[1.8006889170028444],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
97,0,97,[np.float64(0.42333333333333334)],[np.float64(0.3411111111111111)],[1],[0],[0],[1.3329813750024186],['target'],97,0,97,0,156.23169479200078,,5,156.2254825839991,156.23169479200078,156.23169479200078,0.03427979100160883,157.5585316249999,[np.float64(0.42333333333333334)],[np.float64(0.3411111111111111)],[1],[0],[0],[1.3329813750024186],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
98,0,98,[np.float64(-0.39666666666666667)],[np.float64(-0.15777777777777777)],[1],[0],[0],[2.1070106660008605],['target'],98,0,98,0,157.6265973749978,,10,157.61738733400125,157.6265973749978,157.6265973749978,0.058681791997514665,159.72444887500023,[np.float64(-0.39666666666666667)],[np.float64(-0.15777777777777777)],[1],[0],[0],[2.1070106660008605],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
99,0,99,[np.float64(-0.4)],[np.float64(-0.2788888888888889)],[1],[0],[0],[1.654207250001491],['target'],99,0,99,0,159.76192425000045,,5,159.75532150000072,159.76192425000045,159.76192425000045,0.030708708000020124,161.40960191699924,[np.float64(-0.4)],[np.float64(-0.2788888888888889)],[1],[0],[0],[1.654207250001491],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
