thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.5033333333333333)],[np.float64(-0.36777777777777776)],[1],[0],[0],[1.171111584000755],['target'],10,0,10,0,16.21206416700079,,5,16.20580925000104,16.21206416700079,16.21206416700079,0.0303855409983953,17.376990083997953,[np.float64(-0.5033333333333333)],[np.float64(-0.36777777777777776)],[1],[0],[0],[1.171111584000755],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
11,0,11,[np.float64(0.17333333333333334)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.2833821660024114],['target'],11,0,11,0,17.416468125000392,,5,17.410218375000113,17.416468125000392,17.416468125000392,0.033059457997296704,18.693702000000485,[np.float64(0.17333333333333334)],[np.float64(0.3211111111111111)],[1],[0],[0],[1.2833821660024114],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
12,0,12,[np.float64(0.2011111111111111)],[np.float64(-0.45444444444444443)],[1],[0],[0],[1.9131854999977804],['target'],12,0,12,0,18.73474775000068,,5,18.728247916998953,18.73474775000068,18.73474775000068,0.03430941599799553,20.64149833400006,[np.float64(0.2011111111111111)],[np.float64(-0.45444444444444443)],[1],[0],[0],[1.9131854999977804],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
13,0,13,[np.float64(0.15444444444444444)],[np.float64(-0.21)],[1],[0],[0],[1.3231869999981427],['target'],13,0,13,0,20.711316291999537,,10,20.701866458999575,20.711316291999537,20.711316291999537,0.06018391699763015,22.025103125000896,[np.float64(0.15444444444444444)],[np.float64(-0.21)],[1],[0],[0],[1.3231869999981427],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
14,0,14,[np.float64(0.4288888888888889)],[np.float64(0.37333333333333335)],[1],[0],[0],[3.627792082999804],['target'],14,0,14,0,22.090184374999808,,10,22.080846333999943,22.090184374999808,22.090184374999808,0.05557595800200943,25.708691333999013,[np.float64(0.4288888888888889)],[np.float64(0.37333333333333335)],[1],[0],[0],[3.627792082999804],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
15,0,15,[np.float64(-0.12666666666666668)],[np.float64(0.26)],[1],[0],[0],[1.2287634999993315],['target'],15,0,15,0,25.77203891699901,,10,25.76288245899923,25.77203891699901,25.77203891699901,0.05401962500036461,26.991700583999773,[np.float64(-0.12666666666666668)],[np.float64(0.26)],[1],[0],[0],[1.2287634999993315],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
16,0,16,[np.float64(0.49333333333333335)],[np.float64(0.09666666666666666)],[1],[0],[0],[1.1449841249996098],['target'],16,0,16,0,27.05562583400024,,10,27.046726417000173,27.05562583400024,27.05562583400024,0.054855583999597,28.1917627920011,[np.float64(0.49333333333333335)],[np.float64(0.09666666666666666)],[1],[0],[0],[1.1449841249996098],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
17,0,17,[np.float64(0.49666666666666665)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.2197578749983222],['target'],17,0,17,0,28.22994941700017,,5,28.223456125000666,28.22994941700017,28.22994941700017,0.03152533299726201,29.443293000000267,[np.float64(0.49666666666666665)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.2197578749983222],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
18,0,18,[np.float64(-0.4711111111111111)],[np.float64(-0.057777777777777775)],[1],[0],[0],[1.3820121659991855],['target'],18,0,18,0,29.482759750000696,,5,29.476178375000018,29.482759750000696,29.482759750000696,0.032701459000236355,30.858258874999592,[np.float64(-0.4711111111111111)],[np.float64(-0.057777777777777775)],[1],[0],[0],[1.3820121659991855],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
19,0,19,[np.float64(0.2)],[np.float64(0.07777777777777778)],[1],[0],[0],[1.073974166996777],['target'],19,0,19,0,30.927488041998004,,10,30.918157416999748,30.927488041998004,30.927488041998004,0.05972454199945787,31.99218404199928,[np.float64(0.2)],[np.float64(0.07777777777777778)],[1],[0],[0],[1.073974166996777],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
20,0,20,[np.float64(-0.46)],[np.float64(0.16444444444444445)],[1],[0],[0],[1.7937222499967902],['target'],20,0,20,0,32.058024124999065,,10,32.0485039999985,32.058024124999065,32.058024124999065,0.05615212499833433,33.84227954200105,[np.float64(-0.46)],[np.float64(0.16444444444444445)],[1],[0],[0],[1.7937222499967902],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
21,0,21,[np.float64(-0.27111111111111114)],[np.float64(-0.3055555555555556)],[1],[0],[0],[1.9918757919986092],['target'],21,0,21,0,33.90881083400018,,10,33.8999428749994,33.90881083400018,33.90881083400018,0.057495790999382734,35.89187362499797,[np.float64(-0.27111111111111114)],[np.float64(-0.3055555555555556)],[1],[0],[0],[1.9918757919986092],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
22,0,22,[np.float64(-0.2011111111111111)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.6606441250005446],['target'],22,0,22,0,35.9569441249987,,10,35.94766145899848,35.9569441249987,35.9569441249987,0.055569333002495114,37.608384625000326,[np.float64(-0.2011111111111111)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.6606441250005446],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
23,0,23,[np.float64(0.09777777777777778)],[np.float64(-0.09777777777777778)],[1],[0],[0],[1.5980298329996003],['target'],23,0,23,0,37.65126925000004,,5,37.64452487499875,37.65126925000004,37.65126925000004,0.03595908300121664,39.242614999999205,[np.float64(0.09777777777777778)],[np.float64(-0.09777777777777778)],[1],[0],[0],[1.5980298329996003],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
24,0,24,[np.float64(-0.23222222222222222)],[np.float64(0.1711111111111111)],[1],[0],[0],[1.2649705830008315],['target'],24,0,24,0,39.28262158399957,,5,39.2763245419992,39.28262158399957,39.28262158399957,0.03352820800137124,40.541360333998455,[np.float64(-0.23222222222222222)],[np.float64(0.1711111111111111)],[1],[0],[0],[1.2649705830008315],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
25,0,25,[np.float64(0.4166666666666667)],[np.float64(0.07555555555555556)],[1],[0],[0],[1.1990906669998367],['target'],25,0,25,0,40.58253808399968,,5,40.57600262499909,40.58253808399968,40.58253808399968,0.034475082997232676,41.77516291699794,[np.float64(0.4166666666666667)],[np.float64(0.07555555555555556)],[1],[0],[0],[1.1990906669998367],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
26,0,26,[np.float64(0.19777777777777777)],[np.float64(-0.21333333333333335)],[1],[0],[0],[2.0926137499991455],['target'],26,0,26,0,41.84236745900125,,10,41.832997624998825,41.84236745900125,41.84236745900125,0.057661416998598725,43.92568229199969,[np.float64(0.19777777777777777)],[np.float64(-0.21333333333333335)],[1],[0],[0],[2.0926137499991455],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
27,0,27,[np.float64(-0.25666666666666665)],[np.float64(-0.08222222222222222)],[1],[0],[0],[1.4012883750001492],['target'],27,0,27,0,43.96497366699987,,5,43.958454542000254,43.96497366699987,43.96497366699987,0.03256170899840072,45.35982787499961,[np.float64(-0.25666666666666665)],[np.float64(-0.08222222222222222)],[1],[0],[0],[1.4012883750001492],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
28,0,28,[np.float64(0.24666666666666667)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.4807645420005429],['target'],28,0,28,0,45.40014262499972,,5,45.39388887499808,45.40014262499972,45.40014262499972,0.03387341699999524,46.874717209000664,[np.float64(0.24666666666666667)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.4807645420005429],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
29,0,29,[np.float64(-0.3988888888888889)],[np.float64(-0.15777777777777777)],[1],[0],[0],[1.275894916998368],['target'],29,0,29,0,46.94193087500025,,10,46.932383749997825,46.94193087500025,46.94193087500025,0.05747329199948581,48.20833241699802,[np.float64(-0.3988888888888889)],[np.float64(-0.15777777777777777)],[1],[0],[0],[1.275894916998368],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
30,0,30,[np.float64(0.1388888888888889)],[np.float64(-0.23333333333333334)],[1],[0],[0],[1.5229327080014627],[None],30,0,30,0,48.275942583997676,,10,48.26702599999771,48.275942583997676,48.275942583997676,0.05852641700039385,49.790016584000114,[np.float64(0.1388888888888889)],[np.float64(-0.23333333333333334)],[1],[0],[0],[1.5229327080014627],[None],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
31,0,31,[np.float64(0.4811111111111111)],[np.float64(0.07555555555555556)],[1],[0],[0],[1.8948442090004392],['target'],31,0,31,0,49.85555129199929,,10,49.84661341700121,49.85555129199929,49.85555129199929,0.05642829199859989,51.74150791699867,[np.float64(0.4811111111111111)],[np.float64(0.07555555555555556)],[1],[0],[0],[1.8948442090004392],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
32,0,32,[np.float64(0.04888888888888889)],[np.float64(-0.07111111111111111)],[1],[0],[0],[2.217951082999207],['target'],32,0,32,0,51.77832183400096,,5,51.771753541997896,51.77832183400096,51.77832183400096,0.030081166998570552,53.98978695899859,[np.float64(0.04888888888888889)],[np.float64(-0.07111111111111111)],[1],[0],[0],[2.217951082999207],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
33,0,33,[np.float64(0.2688888888888889)],[np.float64(-0.46)],[1],[0],[0],[1.6432331670002895],['target'],33,0,33,0,54.05772258399884,,10,54.04850145900127,54.05772258399884,54.05772258399884,0.05852837500060559,55.6917943749977,[np.float64(0.2688888888888889)],[np.float64(-0.46)],[1],[0],[0],[1.6432331670002895],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
34,0,34,[np.float64(0.19333333333333333)],[np.float64(-0.2577777777777778)],[1],[0],[0],[1.836017958001321],['target'],34,0,34,0,55.73023991700029,,5,55.72377833399878,55.73023991700029,55.73023991700029,0.03177362499991432,57.559878500000195,[np.float64(0.19333333333333333)],[np.float64(-0.2577777777777778)],[1],[0],[0],[1.836017958001321],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
35,0,35,[np.float64(0.2577777777777778)],[np.float64(-0.37555555555555553)],[1],[0],[0],[1.3722032089972345],[None],35,0,35,0,57.62720674999946,,10,57.61798466699838,57.62720674999946,57.62720674999946,0.057918208000046434,58.99025249999977,[np.float64(0.2577777777777778)],[np.float64(-0.37555555555555553)],[1],[0],[0],[1.3722032089972345],[None],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
36,0,36,[np.float64(0.15333333333333332)],[np.float64(0.23222222222222222)],[1],[0],[0],[1.5519455840003502],['target'],36,0,36,0,59.03122508399974,,5,59.02460770899779,59.03122508399974,59.03122508399974,0.034173082996858284,60.57663437500014,[np.float64(0.15333333333333332)],[np.float64(0.23222222222222222)],[1],[0],[0],[1.5519455840003502],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
37,0,37,[np.float64(-0.28444444444444444)],[np.float64(0.13666666666666666)],[1],[0],[0],[1.1808031250002387],['target'],37,0,37,0,60.617192292000254,,5,60.61091179199866,60.617192292000254,60.617192292000254,0.03406887500023004,61.791784959001234,[np.float64(-0.28444444444444444)],[np.float64(0.13666666666666666)],[1],[0],[0],[1.1808031250002387],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
38,0,38,[np.float64(0.4033333333333333)],[np.float64(-0.38222222222222224)],[1],[0],[0],[1.9403034589995514],['target'],38,0,38,0,61.8604416249982,,10,61.85121841699947,61.8604416249982,61.8604416249982,0.0592465000008815,63.791575916999136,[np.float64(0.4033333333333333)],[np.float64(-0.38222222222222224)],[1],[0],[0],[1.9403034589995514],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
39,0,39,[np.float64(-0.3477777777777778)],[np.float64(-0.1288888888888889)],[1],[0],[0],[1.436612209003215],['target'],39,0,39,0,63.82849816700036,,5,63.82227887499903,63.82849816700036,63.82849816700036,0.030533625002135523,65.2589653340001,[np.float64(-0.3477777777777778)],[np.float64(-0.1288888888888889)],[1],[0],[0],[1.436612209003215],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
40,0,40,[np.float64(0.3511111111111111)],[np.float64(-0.29)],[1],[0],[0],[1.2545497079991037],['target'],40,0,40,0,65.32770904199788,,10,65.318821208999,65.32770904199788,65.32770904199788,0.059676917000615504,66.57342895900001,[np.float64(0.3511111111111111)],[np.float64(-0.29)],[1],[0],[0],[1.2545497079991037],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
41,0,41,[np.float64(-0.06777777777777778)],[np.float64(-0.2922222222222222)],[1],[0],[0],[2.4054937090004387],['target'],41,0,41,0,66.64726337499815,,10,66.6375602090011,66.64726337499815,66.64726337499815,0.0639589580023312,69.04311687500012,[np.float64(-0.06777777777777778)],[np.float64(-0.2922222222222222)],[1],[0],[0],[2.4054937090004387],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
42,0,42,[np.float64(-0.13666666666666666)],[np.float64(-0.0044444444444444444)],[1],[0],[0],[0.9656535000030999],['target'],42,0,42,0,69.0825565419982,,5,69.07619841699852,69.0825565419982,69.0825565419982,0.03286787500110222,70.04191841699867,[np.float64(-0.13666666666666666)],[np.float64(-0.0044444444444444444)],[1],[0],[0],[0.9656535000030999],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
43,0,43,[np.float64(0.3566666666666667)],[np.float64(0.27)],[1],[0],[0],[1.6395689999990282],['target'],43,0,43,0,70.11096299999917,,10,70.10162570899774,70.11096299999917,70.11096299999917,0.05953162500009057,71.74124825000035,[np.float64(0.3566666666666667)],[np.float64(0.27)],[1],[0],[0],[1.6395689999990282],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
44,0,44,[np.float64(-0.43333333333333335)],[np.float64(0.29555555555555557)],[1],[0],[0],[1.5106070830006502],['target'],44,0,44,0,71.80755787499947,,10,71.79815291699924,71.80755787499947,71.80755787499947,0.056734582998615224,73.30881745900115,[np.float64(-0.43333333333333335)],[np.float64(0.29555555555555557)],[1],[0],[0],[1.5106070830006502],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
45,0,45,[np.float64(0.03333333333333333)],[np.float64(-0.04888888888888889)],[1],[0],[0],[1.7016444170003524],['target'],45,0,45,0,73.34799324999767,,5,73.34147033399859,73.34799324999767,73.34799324999767,0.03245766700274544,75.04318541699831,[np.float64(0.03333333333333333)],[np.float64(-0.04888888888888889)],[1],[0],[0],[1.7016444170003524],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
46,0,46,[np.float64(0.43333333333333335)],[np.float64(0.4177777777777778)],[1],[0],[0],[1.4159219579996716],['target'],46,0,46,0,75.08352187499986,,5,75.07724958399922,75.08352187499986,75.08352187499986,0.03387766599917086,76.49326833400119,[np.float64(0.43333333333333335)],[np.float64(0.4177777777777778)],[1],[0],[0],[1.4159219579996716],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
47,0,47,[np.float64(-0.07555555555555556)],[np.float64(0.49444444444444446)],[1],[0],[0],[3.1835409159975825],['target'],47,0,47,0,76.56194024999786,,10,76.5525751669993,76.56194024999786,76.56194024999786,0.05906745799802593,79.73619766699994,[np.float64(-0.07555555555555556)],[np.float64(0.49444444444444446)],[1],[0],[0],[3.1835409159975825],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
48,0,48,[np.float64(0.0033333333333333335)],[np.float64(-0.43555555555555553)],[1],[0],[0],[2.6669029160002538],['target'],48,0,48,0,79.80117545900066,,10,79.79136933399786,79.80117545900066,79.80117545900066,0.05502462499862304,82.45832641699963,[np.float64(0.0033333333333333335)],[np.float64(-0.43555555555555553)],[1],[0],[0],[2.6669029160002538],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
49,0,49,[np.float64(-0.13777777777777778)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.7086175000004005],['target'],49,0,49,0,82.52570033400116,,10,82.5164741669978,82.52570033400116,82.52570033400116,0.05797145799806458,84.22514687500006,[np.float64(-0.13777777777777778)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.7086175000004005],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
50,0,50,[np.float64(-0.47333333333333333)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.3605447919981088],['target'],50,0,50,0,84.29004191700005,,10,84.28120220900018,84.29004191700005,84.29004191700005,0.0558859160009888,85.64180033400044,[np.float64(-0.47333333333333333)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.3605447919981088],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
51,0,51,[np.float64(-0.24222222222222223)],[np.float64(0.04888888888888889)],[1],[0],[0],[1.2621897499993793],['target'],51,0,51,0,85.70600325000123,,10,85.69668591699883,85.70600325000123,85.70600325000123,0.05472420899968711,86.95892791699953,[np.float64(-0.24222222222222223)],[np.float64(0.04888888888888889)],[1],[0],[0],[1.2621897499993793],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
52,0,52,[np.float64(0.01)],[np.float64(-0.47888888888888886)],[1],[0],[0],[2.7109599579998758],['target'],52,0,52,0,87.02313916699859,,10,87.01430954199895,87.02313916699859,87.02313916699859,0.055218040997715434,89.72532170900013,[np.float64(0.01)],[np.float64(-0.47888888888888886)],[1],[0],[0],[2.7109599579998758],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
53,0,53,[np.float64(0.056666666666666664)],[np.float64(-0.4111111111111111)],[1],[0],[0],[1.4751956250001967],['target'],53,0,53,0,89.79212466700119,,10,89.7831305840009,89.79212466700119,89.79212466700119,0.05764483399980236,91.25837316699835,[np.float64(0.056666666666666664)],[np.float64(-0.4111111111111111)],[1],[0],[0],[1.4751956250001967],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
54,0,54,[np.float64(-0.49444444444444446)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.3607808750020922],['target'],54,0,54,0,91.32320720899952,,10,91.31402370900105,91.32320720899952,91.32320720899952,0.055486874996859115,92.67485545900126,[np.float64(-0.49444444444444446)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.3607808750020922],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
55,0,55,[np.float64(0.41333333333333333)],[np.float64(-0.11888888888888889)],[1],[0],[0],[1.144812541999272],['target'],55,0,55,0,92.74117254199882,,10,92.73060808399896,92.74117254199882,92.74117254199882,0.055514457999379374,93.87548624999908,[np.float64(0.41333333333333333)],[np.float64(-0.11888888888888889)],[1],[0],[0],[1.144812541999272],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
56,0,56,[np.float64(0.06111111111111111)],[np.float64(-0.13111111111111112)],[1],[0],[0],[1.3782189169978665],['target'],56,0,56,0,94.10577879199991,,10,94.09489854200001,94.10577879199991,94.10577879199991,0.21920212500117486,95.4731600419982,[np.float64(0.06111111111111111)],[np.float64(-0.13111111111111112)],[1],[0],[0],[1.3782189169978665],['target'],1,001,2025-09-29_15h50.13.990,Visual Search Experiment,,2025.1.1,None,2025-09-29 15h50.22.700014 +0530,
