reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
78.0,80.0,162.0,38,3,5,t,2.6786011660005897,None,5,3,38,6,182.35477570898365,,182.346235584002,182.35477570898365,183.34002750000218,183.34002750000218,183.34518212499097,186.0246786249918,t,2.6786011660005897,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
27.0,50.0,21.0,39,4,5,l,6.623351707996335,None,5,4,39,2,186.04618079203647,,186.0347927500261,186.04618079203647,187.02278358401963,187.02278358401963,187.0565245419857,193.6664445840288,l,6.623351707996335,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
15.0,35.0,13.0,40,5,5,l,2.1864870410063304,None,5,5,40,1,193.69121704198187,,193.67573412501952,193.69121704198187,194.66443987499224,194.66443987499224,194.68939408398,196.85885795898503,l,2.1864870410063304,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
67.0,75.0,119.0,41,6,5,t,2.6388192489976063,None,5,6,41,5,196.87171054200735,,196.86173258401686,196.87171054200735,197.85504483402474,197.85504483402474,197.86005395901157,200.51021433400456,t,2.6388192489976063,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
67.0,75.0,119.0,42,0,6,t,3.5297333740163594,None,6,0,42,5,200.52437129203463,,200.5115617919946,200.52437129203463,201.50606704200618,201.50606704200618,201.5231315420242,205.0562239169958,t,3.5297333740163594,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
49.0,60.0,89.0,43,1,6,t,4.144465624995064,None,6,1,43,4,205.0743563339929,,205.06436783401296,205.0743563339929,206.04702162498143,206.04702162498143,206.0728834589827,210.2040590000106,t,4.144465624995064,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
27.0,50.0,21.0,44,2,6,l,3.6837607490015216,None,6,2,44,2,210.22650858398993,,210.21709895902313,210.22650858398993,211.19750366703374,211.19750366703374,211.2230535839917,214.90168691700092,l,3.6837607490015216,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
15.0,35.0,13.0,45,3,6,t,2.0129264160059392,None,6,3,45,1,214.92541150003672,,214.91357600002084,214.92541150003672,215.89541120902868,215.89541120902868,215.92153208400123,217.92728104203707,t,2.0129264160059392,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
40.0,55.0,62.0,46,4,6,t,3.322913832962513,None,6,4,46,3,217.94460987503408,,217.93428783398122,217.94460987503408,218.92246183403768,218.92246183403768,218.93937849998474,222.24753141700057,t,3.322913832962513,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
11.0,30.0,7.0,47,5,6,l,1.9119922909885645,None,6,5,47,0,222.26743554201676,,222.2538104589912,222.26743554201676,223.24657462502364,223.24657462502364,223.2617581250379,225.163796000008,l,1.9119922909885645,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
78.0,80.0,162.0,48,6,6,t,2.968934165954124,None,6,6,48,6,225.18603112502024,,225.1734490839881,225.18603112502024,226.16389050002908,226.16389050002908,226.17886312498013,229.14171250001527,t,2.968934165954124,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
78.0,80.0,162.0,49,0,7,t,1.9068628330132924,None,7,0,49,6,229.15478866698686,,229.14227091701468,229.15478866698686,230.13949066703208,230.13949066703208,230.14501625002595,232.06167125003412,t,1.9068628330132924,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
49.0,60.0,89.0,50,1,7,t,1.6812526239664294,None,7,1,50,4,232.08478999999352,,232.0732146250084,232.08478999999352,233.0639282920165,233.0639282920165,233.0775382919819,234.74689275003038,t,1.6812526239664294,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
27.0,50.0,21.0,51,2,7,l,2.0790669579873793,None,7,2,51,2,234.76273324998328,,234.75298375001876,234.76273324998328,235.74597991700284,235.74597991700284,235.75620679202257,237.83681866701227,l,2.0790669579873793,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
11.0,30.0,7.0,52,3,7,l,1.7415533329476602,None,7,3,52,0,237.85467995901126,,237.8438755000243,237.85467995901126,238.83045670902357,238.83045670902357,238.84419983398402,240.57568533398444,l,1.7415533329476602,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
67.0,75.0,119.0,53,4,7,t,2.250417875009589,None,7,4,53,5,240.5941146670375,,240.58351716701873,240.5941146670375,241.57267829199554,241.57267829199554,241.58960483403644,243.8272013749811,t,2.250417875009589,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
15.0,35.0,13.0,54,5,7,l,2.326309416035656,None,7,5,54,1,243.84240887500346,,243.83294845902128,243.84240887500346,244.82256587501615,244.82256587501615,244.83868466701824,247.1622304589837,l,2.326309416035656,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
40.0,55.0,62.0,55,6,7,t,5.2026805829955265,None,7,6,55,3,247.17695033398923,,247.16819250001572,247.17695033398923,248.15932537498884,248.15932537498884,248.1725316250231,253.37913537502754,t,5.2026805829955265,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
15.0,35.0,13.0,56,0,8,l,1.9440771240042523,None,8,0,56,1,253.39759116701316,,253.38782987499144,253.39759116701316,254.38913079199847,254.38913079199847,254.39220716699492,256.34061391698197,l,1.9440771240042523,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
27.0,50.0,21.0,57,1,8,t,5.752666624030098,None,8,1,57,2,256.3558924589888,,256.3461541249999,256.3558924589888,257.33941050001886,257.33941050001886,257.34582508401945,263.1022952920175,t,5.752666624030098,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
11.0,30.0,7.0,58,2,8,l,3.885517125017941,None,8,2,58,0,263.1272725840099,,263.11549133399967,263.1272725840099,264.09667158400407,264.09667158400407,264.1228954170365,267.99412670900347,l,3.885517125017941,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
40.0,55.0,62.0,59,3,8,t,1.5500159160001203,None,8,3,59,3,268.02607341698604,,268.00492141698487,268.02607341698604,269.00613945903024,269.00613945903024,269.02179404202616,270.5607608340215,t,1.5500159160001203,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
78.0,80.0,162.0,60,4,8,t,1.7252747080055997,None,8,4,60,6,270.58420099999057,,270.5719111250364,270.58420099999057,271.5628297920339,271.5628297920339,271.57744333398296,273.29543783399276,t,1.7252747080055997,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
49.0,60.0,89.0,61,5,8,t,2.7622274159803055,None,8,5,61,4,273.31907341699116,,273.3069035420194,273.31907341699116,274.29668912501074,274.29668912501074,274.3103497499833,277.0723836669931,t,2.7622274159803055,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
67.0,75.0,119.0,62,6,8,t,2.284705040976405,None,8,6,62,5,277.0884550840128,,277.0783820840297,277.0884550840128,278.0632612920017,278.0632612920017,278.07757120899623,280.3591730000335,t,2.284705040976405,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
67.0,75.0,119.0,63,0,9,t,2.9337415819754824,None,9,0,63,5,280.3729293750366,,280.35988683399046,280.3729293750366,281.35595062503126,281.35595062503126,281.36229150003055,284.2949692499824,t,2.9337415819754824,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
11.0,30.0,7.0,64,1,9,l,2.6403283740510233,None,9,1,64,0,284.31339366699103,,284.3048073340324,284.31339366699103,285.2983226249926,285.2983226249926,285.3044417920173,287.9421751250047,l,2.6403283740510233,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
49.0,60.0,89.0,65,2,9,t,1.7805353319854476,None,9,2,65,4,287.9550012500258,,287.9449398340075,287.9550012500258,288.9390874590026,288.9390874590026,288.944796167023,290.72412775002886,t,1.7805353319854476,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
27.0,50.0,21.0,66,3,9,t,3.8655089999665506,None,9,3,66,2,290.74428049998824,,290.73090854199836,290.74428049998824,291.7229002090171,291.7229002090171,291.7389755839831,295.6062743749935,t,3.8655089999665506,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
40.0,55.0,62.0,67,4,9,t,2.2441494580125436,None,9,4,67,3,295.6219022090081,,295.6127232500003,295.6219022090081,296.5973522919812,296.5973522919812,296.60938404203625,298.84666412498336,t,2.2441494580125436,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
15.0,35.0,13.0,68,5,9,l,3.4716398320160806,None,9,5,68,1,298.86323004198493,,298.85285395901883,298.86323004198493,299.8463052090374,299.8463052090374,299.85573191702133,303.3254149170243,l,3.4716398320160806,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
78.0,80.0,162.0,69,6,9,t,2.0092990410048515,None,9,6,69,6,303.3602649589884,,303.33621933398535,303.3602649589884,304.3227676670067,304.3227676670067,304.3559959169943,306.3410263340338,t,2.0092990410048515,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
15.0,35.0,13.0,70,0,10,l,6.7946394990431145,None,10,0,70,1,306.3539291250054,,306.345567084034,306.3539291250054,307.33926020900253,307.33926020900253,307.3458136669942,314.1544747920125,l,6.7946394990431145,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
40.0,55.0,62.0,71,1,10,t,1.8404724579886533,None,10,1,71,3,314.1721243340289,,314.16004358400824,314.1721243340289,315.14756308402866,315.14756308402866,315.15945595898665,316.9916841670056,t,1.8404724579886533,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
11.0,30.0,7.0,72,2,10,l,6.46403570700204,None,10,2,72,0,317.0085909999907,,316.9975021670107,317.0085909999907,317.98929566703737,317.98929566703737,318.00589887500973,324.4612890839926,l,6.46403570700204,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
27.0,50.0,21.0,73,3,10,l,1.2665670829592273,None,10,3,73,2,324.4857563340338,,324.4739578749868,324.4857563340338,325.4627327499911,325.4627327499911,325.47632333403453,326.74496733403066,l,1.2665670829592273,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
49.0,60.0,89.0,74,4,10,t,4.606934249983169,None,10,4,74,4,326.7698463749839,,326.75776520901127,326.7698463749839,327.73895770899253,327.73895770899253,327.7615673749824,332.35733970900765,t,4.606934249983169,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
78.0,80.0,162.0,75,5,10,t,1.6021277499967255,None,10,5,75,6,332.38346391700907,,332.371493750019,332.38346391700907,333.3489014590159,333.3489014590159,333.3777264999808,334.9572178340168,t,1.6021277499967255,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
67.0,75.0,119.0,76,6,10,t,3.9408866239828058,None,10,6,76,5,334.9760817500064,,334.96273575001396,334.9760817500064,335.95449345902307,335.95449345902307,335.97163795900997,339.9094187919982,t,3.9408866239828058,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
40.0,55.0,62.0,77,0,11,t,2.3404212489840575,None,11,0,77,3,339.9332244590041,,339.9219661669922,339.9332244590041,340.90916408400517,340.90916408400517,340.92892487498466,343.2575718750013,t,2.3404212489840575,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
67.0,75.0,119.0,78,1,11,t,4.0100676660076715,None,11,1,78,5,343.2753618340357,,343.26511745899916,343.2753618340357,344.25572162499884,344.25572162499884,344.2726047090255,348.28098966699326,t,4.0100676660076715,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
15.0,35.0,13.0,79,2,11,l,5.46971241600113,None,11,2,79,1,348.30263337498764,,348.29066741699353,348.30263337498764,349.27953879203415,349.27953879203415,349.29365300002974,354.7583218750078,l,5.46971241600113,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
78.0,80.0,162.0,80,3,11,t,1.557847582967952,None,11,3,80,6,354.7771471249871,,354.7659792089835,354.7771471249871,355.7555100839818,355.7555100839818,355.772204125009,357.3238425839809,t,1.557847582967952,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
11.0,30.0,7.0,81,4,11,l,1.6128576250048354,None,11,4,81,0,357.341384917032,,357.32994349999353,357.341384917032,358.3224883750081,358.3224883750081,358.3392681250116,359.9414932500222,l,1.6128576250048354,None,2,001,2025-10-24_11h44.56.764,delay discounting,,2025.1.1,None,2025-10-24 11h45.16.909169 +0530,
