thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.22777777777777777)],[np.float64(-0.08444444444444445)],[1],[0],[0],[3.394538791006198],['target'],10,0,10,0,16.96746945900668,,10,16.956611959001748,16.96746945900668,16.96746945900668,0.05575529199268203,20.351228167011868,[np.float64(0.22777777777777777)],[np.float64(-0.08444444444444445)],[1],[0],[0],[3.394538791006198],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
11,0,11,[np.float64(0.15888888888888889)],[np.float64(0.11444444444444445)],[1],[0],[0],[1.343607457994949],['target'],11,0,11,0,20.395190792012727,,5,20.38885291700717,20.395190792012727,20.395190792012727,0.03741241699026432,21.732528625012492,[np.float64(0.15888888888888889)],[np.float64(0.11444444444444445)],[1],[0],[0],[1.343607457994949],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
12,0,12,[np.float64(-0.42333333333333334)],[np.float64(-0.28444444444444444)],[1],[0],[0],[1.8867974580061855],['target'],12,0,12,0,21.806444834001013,,10,21.797281209001085,21.806444834001013,21.806444834001013,0.06456395800341852,23.684147917010705,[np.float64(-0.42333333333333334)],[np.float64(-0.28444444444444444)],[1],[0],[0],[1.8867974580061855],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
13,0,13,[np.float64(0.25)],[np.float64(-0.20444444444444446)],[1],[0],[0],[2.520181666011922],['target'],13,0,13,0,23.756362459011143,,10,23.747535417001927,23.756362459011143,23.756362459011143,0.06317162499180995,26.2677742090018,[np.float64(0.25)],[np.float64(-0.20444444444444446)],[1],[0],[0],[2.520181666011922],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
14,0,14,[np.float64(0.4633333333333333)],[np.float64(0.1688888888888889)],[1],[0],[0],[1.474154167008237],['target'],14,0,14,0,26.335112584012677,,10,26.326213459004066,26.335112584012677,26.335112584012677,0.05823525000596419,27.800424542001565,[np.float64(0.4633333333333333)],[np.float64(0.1688888888888889)],[1],[0],[0],[1.474154167008237],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
15,0,15,[np.float64(-0.1922222222222222)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.0519378330063773],['target'],15,0,15,0,27.838976459010155,,5,27.832724667008733,27.838976459010155,27.838976459010155,0.03212241599976551,29.884739708999405,[np.float64(-0.1922222222222222)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.0519378330063773],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
16,0,16,[np.float64(-0.36777777777777776)],[np.float64(0.3711111111111111)],[1],[0],[0],[1.714247541007353],['target'],16,0,16,0,29.92532495901105,,5,29.91907933400944,29.92532495901105,29.92532495901105,0.0341621249972377,31.633390292001422,[np.float64(-0.36777777777777776)],[np.float64(0.3711111111111111)],[1],[0],[0],[1.714247541007353],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
17,0,17,[np.float64(-0.09666666666666666)],[np.float64(-0.14777777777777779)],[1],[0],[0],[2.0590921669936506],['target'],17,0,17,0,31.69977658400603,,10,31.69086558400886,31.69977658400603,31.69977658400603,0.057312041986733675,33.75000825000461,[np.float64(-0.09666666666666666)],[np.float64(-0.14777777777777779)],[1],[0],[0],[2.0590921669936506],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
18,0,18,[np.float64(-0.08555555555555555)],[np.float64(0.15)],[1],[0],[0],[1.2539646250079386],['target'],18,0,18,0,33.78783995901176,,5,33.78160650000791,33.78783995901176,33.78783995901176,0.031427042005816475,35.03564837500744,[np.float64(-0.08555555555555555)],[np.float64(0.15)],[1],[0],[0],[1.2539646250079386],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
19,0,19,[np.float64(-0.17888888888888888)],[np.float64(0.044444444444444446)],[1],[0],[0],[2.052394083002582],['target'],19,0,19,0,35.10668995900778,,10,35.09779808401072,35.10668995900778,35.10668995900778,0.0619682910037227,37.15024845900189,[np.float64(-0.17888888888888888)],[np.float64(0.044444444444444446)],[1],[0],[0],[2.052394083002582],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
20,0,20,[np.float64(-0.3711111111111111)],[np.float64(0.4)],[1],[0],[0],[1.439547040994512],['target'],20,0,20,0,37.21996683400357,,10,37.21103650001169,37.21996683400357,37.21996683400357,0.06062533298972994,38.650637917002314,[np.float64(-0.3711111111111111)],[np.float64(0.4)],[1],[0],[0],[1.439547040994512],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
21,0,21,[np.float64(0.2966666666666667)],[np.float64(-0.1288888888888889)],[1],[0],[0],[1.6679175419994863],['target'],21,0,21,0,38.68838091701036,,5,38.68210604200431,38.68838091701036,38.68838091701036,0.03129987500142306,40.350105042001815,[np.float64(0.2966666666666667)],[np.float64(-0.1288888888888889)],[1],[0],[0],[1.6679175419994863],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
22,0,22,[np.float64(0.43)],[np.float64(-0.4311111111111111)],[1],[0],[0],[1.7597226669895463],['target'],22,0,22,0,40.39730995900754,,5,40.390478042012546,40.39730995900754,40.39730995900754,0.04018858401104808,42.150261875009164,[np.float64(0.43)],[np.float64(-0.4311111111111111)],[1],[0],[0],[1.7597226669895463],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
23,0,23,[np.float64(0.3844444444444444)],[np.float64(0.04888888888888889)],[1],[0],[0],[1.217497124991496],['target'],23,0,23,0,42.189008917004685,,5,42.18272216701007,42.189008917004685,42.189008917004685,0.032293249998474494,43.4002899590123,[np.float64(0.3844444444444444)],[np.float64(0.04888888888888889)],[1],[0],[0],[1.217497124991496],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
24,0,24,[np.float64(0.19777777777777777)],[np.float64(-0.18555555555555556)],[1],[0],[0],[1.4661715000111144],['target'],24,0,24,0,43.44126491701172,,5,43.4350296670018,43.44126491701172,43.44126491701172,0.0345450000022538,44.90125870901102,[np.float64(0.19777777777777777)],[np.float64(-0.18555555555555556)],[1],[0],[0],[1.4661715000111144],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
25,0,25,[np.float64(-0.06111111111111111)],[np.float64(-0.051111111111111114)],[1],[0],[0],[1.2843825000018114],['target'],25,0,25,0,44.93894283400732,,5,44.932375375006814,44.93894283400732,44.93894283400732,0.030995666995295323,46.21682033401157,[np.float64(-0.06111111111111111)],[np.float64(-0.051111111111111114)],[1],[0],[0],[1.2843825000018114],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
26,0,26,[np.float64(-0.43333333333333335)],[np.float64(-0.5)],[1],[0],[0],[1.679673125006957],['target'],26,0,26,0,46.25873400000273,,5,46.2524828750029,46.25873400000273,46.25873400000273,0.035493292001774535,47.932248167009675,[np.float64(-0.43333333333333335)],[np.float64(-0.5)],[1],[0],[0],[1.679673125006957],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
27,0,27,[np.float64(0.42777777777777776)],[np.float64(-0.027777777777777776)],[1],[0],[0],[2.2012900419940706],['target'],27,0,27,0,48.01316125001176,,10,48.00077716700616,48.01316125001176,48.01316125001176,0.06830787498620339,50.20213370901183,[np.float64(0.42777777777777776)],[np.float64(-0.027777777777777776)],[1],[0],[0],[2.2012900419940706],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
28,0,28,[np.float64(-0.30666666666666664)],[np.float64(0.21)],[1],[0],[0],[1.8967335829947842],['target'],28,0,28,0,50.24440500000492,,5,50.238094291999005,50.24440500000492,50.24440500000492,0.03560424999159295,52.13490150000143,[np.float64(-0.30666666666666664)],[np.float64(0.21)],[1],[0],[0],[1.8967335829947842],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
29,0,29,[np.float64(-0.16444444444444445)],[np.float64(-0.31666666666666665)],[1],[0],[0],[3.0321850000036648],['target'],29,0,29,0,52.17538841700298,,5,52.16885720900609,52.17538841700298,52.17538841700298,0.03375050000613555,55.201112459006254,[np.float64(-0.16444444444444445)],[np.float64(-0.31666666666666665)],[1],[0],[0],[3.0321850000036648],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
30,0,30,[np.float64(0.10222222222222223)],[np.float64(-0.3466666666666667)],[1],[0],[0],[1.9323506250075297],['target'],30,0,30,0,55.24221229201066,,5,55.235631000003195,55.24221229201066,55.24221229201066,0.034333625008002855,57.16805720901175,[np.float64(0.10222222222222223)],[np.float64(-0.3466666666666667)],[1],[0],[0],[1.9323506250075297],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
31,0,31,[np.float64(-0.14555555555555555)],[np.float64(0.20777777777777778)],[1],[0],[0],[1.3376773750060238],['target'],31,0,31,0,57.238111292012036,,10,57.22885320900241,57.238111292012036,57.238111292012036,0.06061274999228772,58.56658883400087,[np.float64(-0.14555555555555555)],[np.float64(0.20777777777777778)],[1],[0],[0],[1.3376773750060238],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
32,0,32,[np.float64(0.4122222222222222)],[np.float64(0.28)],[1],[0],[0],[1.8741052499972284],['target'],32,0,32,0,58.634959375005565,,10,58.62617308400513,58.634959375005565,58.634959375005565,0.05941520900523756,60.500334625001415,[np.float64(0.4122222222222222)],[np.float64(0.28)],[1],[0],[0],[1.8741052499972284],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
33,0,33,[np.float64(0.43222222222222223)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.8078365419933107],['target'],33,0,33,0,60.5681571669993,,10,60.55931129200326,60.5681571669993,60.5681571669993,0.05880858299497049,62.36720270900696,[np.float64(0.43222222222222223)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.8078365419933107],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
34,0,34,[np.float64(0.3244444444444444)],[np.float64(0.2688888888888889)],[1],[0],[0],[1.8913145419937791],['target'],34,0,34,0,62.43486412501079,,10,62.42594950000057,62.43486412501079,62.43486412501079,0.05857920800917782,64.31732195900986,[np.float64(0.3244444444444444)],[np.float64(0.2688888888888889)],[1],[0],[0],[1.8913145419937791],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
35,0,35,[np.float64(-0.49333333333333335)],[np.float64(0.33666666666666667)],[1],[0],[0],[1.6798491249937797],['target'],35,0,35,0,64.35797633400944,,5,64.35172750000493,64.35797633400944,64.35797633400944,0.034236667008372024,66.03164783401007,[np.float64(-0.49333333333333335)],[np.float64(0.33666666666666667)],[1],[0],[0],[1.6798491249937797],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
36,0,36,[np.float64(-0.30777777777777776)],[np.float64(0.46555555555555556)],[1],[0],[0],[6.17764975001046],['target'],36,0,36,0,66.09874975000275,,10,66.08948158400017,66.09874975000275,66.09874975000275,0.05760445899795741,72.26718975001131,[np.float64(-0.30777777777777776)],[np.float64(0.46555555555555556)],[1],[0],[0],[6.17764975001046],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
37,0,37,[np.float64(0.07777777777777778)],[np.float64(0.4811111111111111)],[1],[0],[0],[2.446525291001308],['target'],37,0,37,0,72.33611033399939,,10,72.32716320900363,72.33611033399939,72.33611033399939,0.05976674999692477,74.77377425000304,[np.float64(0.07777777777777778)],[np.float64(0.4811111111111111)],[1],[0],[0],[2.446525291001308],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
38,0,38,[np.float64(-0.24888888888888888)],[np.float64(0.49444444444444446)],[1],[0],[0],[2.8440370000025723],['target'],38,0,38,0,74.84260362500208,,10,74.8329388340062,74.84260362500208,74.84260362500208,0.05901883299520705,77.67701916700753,[np.float64(-0.24888888888888888)],[np.float64(0.49444444444444446)],[1],[0],[0],[2.8440370000025723],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
39,0,39,[np.float64(-0.11222222222222222)],[np.float64(-0.36777777777777776)],[1],[0],[0],[2.497953750003944],['target'],39,0,39,0,77.71023608400719,,5,77.70376666700759,77.71023608400719,77.71023608400719,0.026618791991495527,80.20179600000847,[np.float64(-0.11222222222222222)],[np.float64(-0.36777777777777776)],[1],[0],[0],[2.497953750003944],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
40,0,40,[np.float64(0.15888888888888889)],[np.float64(0.12444444444444444)],[1],[0],[0],[1.7492011669964995],['target'],40,0,40,0,80.24090529201203,,5,80.23455670900876,80.24090529201203,80.24090529201203,0.03257158299675211,81.983833959006,[np.float64(0.15888888888888889)],[np.float64(0.12444444444444444)],[1],[0],[0],[1.7492011669964995],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
41,0,41,[np.float64(0.3566666666666667)],[np.float64(0.4533333333333333)],[1],[0],[0],[1.315148458990734],['target'],41,0,41,0,82.02569416700862,,5,82.01942508399952,82.02569416700862,82.02569416700862,0.03540520800743252,83.3346756670071,[np.float64(0.3566666666666667)],[np.float64(0.4533333333333333)],[1],[0],[0],[1.315148458990734],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
42,0,42,[np.float64(0.4488888888888889)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.596636792004574],['target'],42,0,42,0,83.37538700000732,,5,83.36915774999943,83.37538700000732,83.37538700000732,0.034251665987540036,84.9658662090078,[np.float64(0.4488888888888889)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.596636792004574],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
43,0,43,[np.float64(0.4633333333333333)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.191315832998953],['target'],43,0,43,0,85.03494279200095,,10,85.02602087501145,85.03494279200095,85.03494279200095,0.059974540999974124,87.21740000000864,[np.float64(0.4633333333333333)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.191315832998953],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
44,0,44,[np.float64(0.3433333333333333)],[np.float64(-0.36444444444444446)],[1],[0],[0],[1.748925000007148],['target'],44,0,44,0,87.25769529200625,,5,87.25146391701128,87.25769529200625,87.25769529200625,0.033849999992526136,89.00045954200323,[np.float64(0.3433333333333333)],[np.float64(-0.36444444444444446)],[1],[0],[0],[1.748925000007148],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
45,0,45,[np.float64(0.3611111111111111)],[np.float64(-0.042222222222222223)],[1],[0],[0],[1.147630500010564],['target'],45,0,45,0,89.0437527920003,,5,89.03723829200317,89.0437527920003,89.0437527920003,0.03660891699837521,90.18496879200393,[np.float64(0.3611111111111111)],[np.float64(-0.042222222222222223)],[1],[0],[0],[1.147630500010564],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
46,0,46,[np.float64(0.4533333333333333)],[np.float64(-0.05444444444444444)],[1],[0],[0],[2.0283077499916544],['target'],46,0,46,0,90.22576804200071,,5,90.21953995901276,90.22576804200071,90.22576804200071,0.03433712500554975,92.24791466700844,[np.float64(0.4533333333333333)],[np.float64(-0.05444444444444444)],[1],[0],[0],[2.0283077499916544],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
47,0,47,[np.float64(0.12444444444444444)],[np.float64(0.44555555555555554)],[1],[0],[0],[3.2362600000051316],['target'],47,0,47,0,92.32305404200451,,10,92.31399237499863,92.32305404200451,92.32305404200451,0.06591020799532998,95.55030583401094,[np.float64(0.12444444444444444)],[np.float64(0.44555555555555554)],[1],[0],[0],[3.2362600000051316],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
48,0,48,[np.float64(0.24333333333333335)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.990807499998482],['target'],48,0,48,0,95.61787066700344,,10,95.60894295900653,95.61787066700344,95.61787066700344,0.05847208300838247,97.59980387501128,[np.float64(0.24333333333333335)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.990807499998482],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
49,0,49,[np.float64(-0.5166666666666667)],[np.float64(-0.37333333333333335)],[1],[0],[0],[1.87791016700794],[None],49,0,49,0,97.66465570899891,,10,97.65550074999919,97.66465570899891,97.66465570899891,0.055526041993289255,99.53347100000246,[np.float64(-0.5166666666666667)],[np.float64(-0.37333333333333335)],[1],[0],[0],[1.87791016700794],[None],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
50,0,50,[np.float64(-0.025555555555555557)],[np.float64(-0.31777777777777777)],[1],[0],[0],[1.4833119590039132],['target'],50,0,50,0,99.57367945900478,,5,99.5674421670119,99.57367945900478,99.57367945900478,0.033801792000303976,101.0508217500028,[np.float64(-0.025555555555555557)],[np.float64(-0.31777777777777777)],[1],[0],[0],[1.4833119590039132],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
51,0,51,[np.float64(-0.08)],[np.float64(-0.3811111111111111)],[1],[0],[0],[3.2048211250075838],['target'],51,0,51,0,101.1205265840108,,10,101.11158487500506,101.1205265840108,101.1205265840108,0.060599042000831105,104.31645845901221,[np.float64(-0.08)],[np.float64(-0.3811111111111111)],[1],[0],[0],[3.2048211250075838],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
52,0,52,[np.float64(0.39111111111111113)],[np.float64(0.07111111111111111)],[1],[0],[0],[1.9339295419922564],['target'],52,0,52,0,104.54446266700688,,10,104.53351074999955,104.54446266700688,104.54446266700688,0.21692666699527763,106.46746783400886,[np.float64(0.39111111111111113)],[np.float64(0.07111111111111111)],[1],[0],[0],[1.9339295419922564],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
53,0,53,[np.float64(0.2577777777777778)],[np.float64(0.39)],[1],[0],[0],[3.1578238329966553],['target'],53,0,53,0,106.5356930840062,,10,106.52641541699995,106.5356930840062,106.5356930840062,0.05872708300012164,109.68433858400385,[np.float64(0.2577777777777778)],[np.float64(0.39)],[1],[0],[0],[3.1578238329966553],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
54,0,54,[np.float64(-0.1622222222222222)],[np.float64(-0.09111111111111111)],[1],[0],[0],[1.4171390000119573],['target'],54,0,54,0,109.7237493749999,,5,109.71739070900367,109.7237493749999,109.7237493749999,0.03288041699852329,111.1345945840003,[np.float64(-0.1622222222222222)],[np.float64(-0.09111111111111111)],[1],[0],[0],[1.4171390000119573],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
55,0,55,[np.float64(0.03888888888888889)],[np.float64(0.15222222222222223)],[1],[0],[0],[1.7654531670123106],['target'],55,0,55,0,111.17507391700929,,5,111.16882587500731,111.17507391700929,111.17507391700929,0.034046708009555005,112.93436675000703,[np.float64(0.03888888888888889)],[np.float64(0.15222222222222223)],[1],[0],[0],[1.7654531670123106],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
56,0,56,[np.float64(-0.4666666666666667)],[np.float64(-0.14666666666666667)],[1],[0],[0],[1.4804117919993587],['target'],56,0,56,0,112.97637320900685,,5,112.96983395901043,112.97637320900685,112.97637320900685,0.03528520799591206,114.45031325001037,[np.float64(-0.4666666666666667)],[np.float64(-0.14666666666666667)],[1],[0],[0],[1.4804117919993587],['target'],5,001,2025-09-30_16h57.02.810,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h57.22.118854 +0530,
