pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.713618581998162,None,0,0,0,0,,,,,0.0628575830050977,,0.05401058300049044,0.0628575830050977,1.0141883329924894,1.0141883329924894,1.0141883329924894,1.0141883329924894,1.056550541004981,1.9942870829981985,1.9942870829981985,3.0804234579991316,x,1,0.713618581998162,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
150,v,1,1,0,v,1,0.6401674160006223,None,0,1,1,1,,,,,3.100875415999326,,3.0807490830047755,3.100875415999326,4.077107249991968,4.077107249991968,4.077107249991968,4.077107249991968,4.09234641600051,5.076520332993823,5.076520332993823,5.721310207998613,v,1,0.6401674160006223,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
50,c ,2,2,0,c,0,0.7288806660071714,None,0,2,2,2,,,,,5.729967416002182,,5.721769458003109,5.729967416002182,6.719838707998861,6.719838707998861,6.719838707998861,6.719838707998861,6.726477707998129,7.719880165997893,7.719880165997893,8.454983040996012,c,0,0.7288806660071714,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-150,z,3,3,0,z,1,0.6606160829978762,None,0,3,3,3,,,,,8.468967291002627,,8.45581349999702,8.468967291002627,9.452109958001529,9.452109958001529,9.452109958001529,9.452109958001529,9.455341332999524,10.453049874995486,10.453049874995486,11.121445415992639,z,1,0.6606160829978762,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-50,x,4,0,1,x,1,0.5117906240047887,None,1,0,4,0,,,,,11.133821750001516,,11.12220712499402,11.133821750001516,12.119691457992303,12.119691457992303,12.119691457992303,12.119691457992303,12.12597204100166,13.119736207998358,13.119736207998358,13.638273791002575,x,1,0.5117906240047887,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
150,v,5,1,1,v,1,0.6751330409897491,None,1,1,5,1,,,,,13.650345082991407,,13.639089165997575,13.650345082991407,14.636411083003622,14.636411083003622,14.636411083003622,14.636411083003622,14.642528750002384,15.636294957992504,15.636294957992504,16.32130408300145,v,1,0.6751330409897491,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
50,c ,6,2,1,c,0,0.6048215820046607,None,1,2,6,2,,,,,16.33320824999828,,16.32192366599338,16.33320824999828,17.31973933300469,17.31973933300469,17.31973933300469,17.31973933300469,17.325878290997935,18.319618708002963,18.319618708002963,18.92759062499681,c,0,0.6048215820046607,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-150,z,7,3,1,z,1,0.5636564990127226,None,1,3,7,3,,,,,18.938836540997727,,18.92808062500262,18.938836540997727,19.92578245799814,19.92578245799814,19.92578245799814,19.92578245799814,19.9360100000049,20.926694249996217,20.926694249996217,21.494107332997373,z,1,0.5636564990127226,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-50,x,8,0,2,x,1,0.4905200820066966,None,2,0,8,0,,,,,21.505331124993972,,21.494609207991743,21.505331124993972,22.49292570799298,22.49292570799298,22.49292570799298,22.49292570799298,22.503013207999174,23.493759791002958,23.493759791002958,23.98841854100465,x,1,0.4905200820066966,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
150,v,9,1,2,v,1,0.5337972909910604,None,2,1,9,1,,,,,24.000295374993584,,23.98922229099844,24.000295374993584,24.98607804099447,24.98607804099447,24.98607804099447,24.98607804099447,24.99283883300086,25.986417041000095,25.986417041000095,26.527066249997006,v,1,0.5337972909910604,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
50,c ,10,2,2,c,0,0.5185277910059085,None,2,2,10,2,,,,,26.53878912499931,,26.527587832999416,26.53878912499931,27.526880249992246,27.526880249992246,27.526880249992246,27.526880249992246,27.536453458000324,28.526549457994406,28.526549457994406,29.054785500004073,c,0,0.5185277910059085,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-150,z,11,3,2,z,1,0.4061182080040453,None,2,3,11,3,,,,,29.066777000000002,,29.055514249994303,29.066777000000002,30.053075707997777,30.053075707997777,30.053075707997777,30.053075707997777,30.059334499994293,31.052955207997,31.052955207997,31.460625583000365,z,1,0.4061182080040453,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-50,x,12,0,3,x,1,0.3547138330031885,None,3,0,12,0,,,,,31.472107958004926,,31.461109166004462,31.472107958004926,32.460532375000184,32.460532375000184,32.460532375000184,32.460532375000184,32.46887345799769,33.45930279100139,33.45930279100139,33.82177945799776,x,1,0.3547138330031885,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
150,v,13,1,3,v,1,0.2912664159957785,None,3,1,13,1,,,,,33.83486758300569,,33.82266320800409,33.83486758300569,34.819646040996304,34.819646040996304,34.819646040996304,34.819646040996304,34.82568845800415,35.81961633299943,35.81961633299943,36.121411250001984,v,1,0.2912664159957785,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
50,c ,14,2,3,c,0,0.2911082909995457,None,3,2,14,2,,,,,36.13331566599663,,36.122200707992306,36.13331566599663,37.1196703750029,37.1196703750029,37.1196703750029,37.1196703750029,37.12612220799201,38.11967495799763,38.11967495799763,38.42120195800089,c,0,0.2911082909995457,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-150,z,15,3,3,z,1,0.3361407490010606,None,3,3,15,3,,,,,38.432903207998606,,38.42176408300293,38.432903207998606,39.41984716600564,39.41984716600564,39.41984716600564,39.41984716600564,39.42676200000278,40.41958120799973,40.41958120799973,40.76039104099618,z,1,0.3361407490010606,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
-50,x,16,0,4,x,1,0.314291749993572,None,4,0,16,0,,,,,40.77182116599579,,40.76088970799174,40.77182116599579,41.760424416002934,41.760424416002934,41.760424416002934,41.760424416002934,41.7694793749979,42.752414916001726,42.752414916001726,43.071004957993864,x,1,0.314291749993572,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
150,v,17,1,4,v,1,0.2630234160023974,None,4,1,17,1,,,,,43.082652750003035,,43.07163408299675,43.082652750003035,44.069578957991325,44.069578957991325,44.069578957991325,44.069578957991325,44.075940833005006,45.06968320799933,45.06968320799933,45.337632249997114,v,1,0.2630234160023974,None,,,,,2,001,2025-10-02_13h37.06.607,Motor Sequence Learning,,2025.1.1,None,2025-10-02 13h37.15.940823 +0530,
