thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
13,0,13,[np.float64(0.35555555555555557)],[np.float64(-0.025555555555555557)],[1],[0],[0],[1.5559976249933243],['target'],13,0,13,0,24.42870795800991,,10,24.419731917005265,24.42870795800991,24.42870795800991,0.05860004200076219,25.975793042001897,[np.float64(0.35555555555555557)],[np.float64(-0.025555555555555557)],[1],[0],[0],[1.5559976249933243],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
14,0,14,[np.float64(-0.10777777777777778)],[np.float64(0.0077777777777777776)],[1],[0],[0],[1.086802958001499],['target'],14,0,14,0,26.014385542002856,,5,26.00778379201074,26.014385542002856,26.014385542002856,0.0317605000018375,27.09472220799944,[np.float64(-0.10777777777777778)],[np.float64(0.0077777777777777776)],[1],[0],[0],[1.086802958001499],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
15,0,15,[np.float64(-0.17777777777777778)],[np.float64(0.024444444444444446)],[1],[0],[0],[0.9552635830041254],['target'],15,0,15,0,27.162703042005887,,10,27.153860958002042,27.162703042005887,27.162703042005887,0.058961917005945,28.109182625004905,[np.float64(-0.17777777777777778)],[np.float64(0.024444444444444446)],[1],[0],[0],[0.9552635830041254],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
16,0,16,[np.float64(0.09888888888888889)],[np.float64(0.05555555555555555)],[1],[0],[0],[1.7186904580012197],['target'],16,0,16,0,28.14749358300469,,5,28.140902667000773,28.14749358300469,28.14749358300469,0.03146829199977219,29.859662000002572,[np.float64(0.09888888888888889)],[np.float64(0.05555555555555555)],[1],[0],[0],[1.7186904580012197],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
17,0,17,[np.float64(0.023333333333333334)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.532313208997948],['target'],17,0,17,0,29.90074879200256,,5,29.894204500000342,29.90074879200256,29.90074879200256,0.03437158300948795,31.42658929200843,[np.float64(0.023333333333333334)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.532313208997948],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
18,0,18,[np.float64(-0.05555555555555555)],[np.float64(-0.47333333333333333)],[1],[0],[0],[2.363241041006404],['target'],18,0,18,0,31.468513542000437,,5,31.46215075001237,31.468513542000437,31.468513542000437,0.03537833299196791,33.82546133300639,[np.float64(-0.05555555555555555)],[np.float64(-0.47333333333333333)],[1],[0],[0],[2.363241041006404],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
19,0,19,[np.float64(-0.2777777777777778)],[np.float64(0.3322222222222222)],[1],[0],[0],[2.3627064999891445],['target'],19,0,19,0,33.906135375000304,,10,33.89624062500661,33.906135375000304,33.906135375000304,0.07064129199716263,36.258996708013,[np.float64(-0.2777777777777778)],[np.float64(0.3322222222222222)],[1],[0],[0],[2.3627064999891445],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
20,0,20,[np.float64(0.4811111111111111)],[np.float64(0.07444444444444444)],[1],[0],[0],[2.7780887080007233],[None],20,0,20,0,36.32396795800014,,10,36.31469925001147,36.32396795800014,36.32396795800014,0.055513291008537635,39.0928438330011,[np.float64(0.4811111111111111)],[np.float64(0.07444444444444444)],[1],[0],[0],[2.7780887080007233],[None],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
21,0,21,[np.float64(0.32555555555555554)],[np.float64(0.3933333333333333)],[1],[0],[0],[1.4759791670076083],['target'],21,0,21,0,39.15978333300154,,10,39.15057333301229,39.15978333300154,39.15978333300154,0.057559749999199994,40.62661654200929,[np.float64(0.32555555555555554)],[np.float64(0.3933333333333333)],[1],[0],[0],[1.4759791670076083],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
22,0,22,[np.float64(0.4388888888888889)],[np.float64(0.24222222222222223)],[1],[0],[0],[1.523571208002977],['target'],22,0,22,0,40.69463437500235,,10,40.68570025000372,40.69463437500235,40.69463437500235,0.05890841700602323,42.20932312500372,[np.float64(0.4388888888888889)],[np.float64(0.24222222222222223)],[1],[0],[0],[1.523571208002977],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
23,0,23,[np.float64(-0.0044444444444444444)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.4710796250001295],['target'],23,0,23,0,42.246166917000664,,5,42.23988829200971,42.246166917000664,42.246166917000664,0.030369416999747045,43.71105904200522,[np.float64(-0.0044444444444444444)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.4710796250001295],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
24,0,24,[np.float64(0.1511111111111111)],[np.float64(0.24555555555555555)],[1],[0],[0],[1.1887555410066852],['target'],24,0,24,0,43.77934570801153,,10,43.7704428750003,43.77934570801153,43.77934570801153,0.05916945799253881,44.95925712501048,[np.float64(0.1511111111111111)],[np.float64(0.24555555555555555)],[1],[0],[0],[1.1887555410066852],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
25,0,25,[np.float64(0.10444444444444445)],[np.float64(0.16555555555555557)],[1],[0],[0],[0.8832628340023803],['target'],25,0,25,0,44.99951000000874,,5,44.9932714170136,44.99951000000874,44.99951000000874,0.03384283299965318,45.87660487501125,[np.float64(0.10444444444444445)],[np.float64(0.16555555555555557)],[1],[0],[0],[0.8832628340023803],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
26,0,26,[np.float64(0.044444444444444446)],[np.float64(0.34555555555555556)],[1],[0],[0],[0.9559345419984311],['target'],26,0,26,0,45.9450268750079,,10,45.93624291699962,45.9450268750079,45.9450268750079,0.05946674999722745,46.89223050000146,[np.float64(0.044444444444444446)],[np.float64(0.34555555555555556)],[1],[0],[0],[0.9559345419984311],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
27,0,27,[np.float64(0.06)],[np.float64(0.0077777777777777776)],[1],[0],[0],[1.428113542002393],['target'],27,0,27,0,46.95640437499969,,10,46.94765820800967,46.95640437499969,46.95640437499969,0.0552659999957541,48.37582491700596,[np.float64(0.06)],[np.float64(0.0077777777777777776)],[1],[0],[0],[1.428113542002393],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
28,0,28,[np.float64(-0.22444444444444445)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.5287198750011157],[None],28,0,28,0,48.44004608300747,,10,48.431049958002404,48.44004608300747,48.44004608300747,0.05505879099655431,49.95982266700594,[np.float64(-0.22444444444444445)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.5287198750011157],[None],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
29,0,29,[np.float64(-0.4033333333333333)],[np.float64(-0.32222222222222224)],[1],[0],[0],[2.478278417009278],['target'],29,0,29,0,50.023429000008036,,10,50.014503124999464,50.023429000008036,50.023429000008036,0.05451487499522045,52.49284062501101,[np.float64(-0.4033333333333333)],[np.float64(-0.32222222222222224)],[1],[0],[0],[2.478278417009278],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
30,0,30,[np.float64(-0.15888888888888889)],[np.float64(-0.19555555555555557)],[1],[0],[0],[1.5586657090025255],['target'],30,0,30,0,52.55950400000438,,10,52.550469500012696,52.55950400000438,52.55950400000438,0.057457250004517846,54.109191958006704,[np.float64(-0.15888888888888889)],[np.float64(-0.19555555555555557)],[1],[0],[0],[1.5586657090025255],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
31,0,31,[np.float64(-0.24888888888888888)],[np.float64(-0.27111111111111114)],[1],[0],[0],[1.3274029169988353],['target'],31,0,31,0,54.174769125005696,,10,54.16556362500705,54.174769125005696,54.174769125005696,0.05618016699736472,55.4930343330052,[np.float64(-0.24888888888888888)],[np.float64(-0.27111111111111114)],[1],[0],[0],[1.3274029169988353],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
32,0,32,[np.float64(-0.4622222222222222)],[np.float64(-0.04)],[1],[0],[0],[1.6088414169935277],['target'],32,0,32,0,55.56011795801169,,10,55.550920292007504,55.56011795801169,55.56011795801169,0.05766070800018497,57.15985229201033,[np.float64(-0.4622222222222222)],[np.float64(-0.04)],[1],[0],[0],[1.6088414169935277],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
33,0,33,[np.float64(-0.46555555555555556)],[np.float64(-0.24222222222222223)],[1],[0],[0],[1.3326550420024432],['target'],33,0,33,0,57.19972025000607,,5,57.193377042000066,57.19972025000607,57.19972025000607,0.033327583005302586,58.526107167010196,[np.float64(-0.46555555555555556)],[np.float64(-0.24222222222222223)],[1],[0],[0],[1.3326550420024432],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
34,0,34,[np.float64(-0.30444444444444446)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.514380667009391],['target'],34,0,34,0,58.5686205420061,,5,58.56230970800971,58.5686205420061,58.5686205420061,0.03601241599244531,60.076746500009904,[np.float64(-0.30444444444444446)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.514380667009391],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
35,0,35,[np.float64(-0.0044444444444444444)],[np.float64(0.025555555555555557)],[1],[0],[0],[3.476354500002344],['target'],35,0,35,0,60.14294775000599,,10,60.13350020800135,60.14294775000599,60.14294775000599,0.056613749999087304,63.609915625012945,[np.float64(-0.0044444444444444444)],[np.float64(0.025555555555555557)],[1],[0],[0],[3.476354500002344],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
36,0,36,[np.float64(0.29777777777777775)],[np.float64(-0.30777777777777776)],[1],[0],[0],[2.292260417001671],['target'],36,0,36,0,63.67740054200112,,10,63.66746433300432,63.67740054200112,63.67740054200112,0.05734775000018999,65.95978066700627,[np.float64(0.29777777777777775)],[np.float64(-0.30777777777777776)],[1],[0],[0],[2.292260417001671],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
37,0,37,[np.float64(0.2588888888888889)],[np.float64(-0.2966666666666667)],[1],[0],[0],[2.5344098339992343],['target'],37,0,37,0,65.9990363750112,,5,65.99274050000531,65.9990363750112,65.9990363750112,0.032785208997665904,68.52722833301232,[np.float64(0.2588888888888889)],[np.float64(-0.2966666666666667)],[1],[0],[0],[2.5344098339992343],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
38,0,38,[np.float64(0.3844444444444444)],[np.float64(-0.22111111111111112)],[1],[0],[0],[1.4741265420016134],['target'],38,0,38,0,68.59438770801353,,10,68.58517387500615,68.59438770801353,68.59438770801353,0.057763999997405335,70.05935425001371,[np.float64(0.3844444444444444)],[np.float64(-0.22111111111111112)],[1],[0],[0],[1.4741265420016134],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
39,0,39,[np.float64(0.43666666666666665)],[np.float64(-0.4866666666666667)],[1],[0],[0],[2.427939459012123],['target'],39,0,39,0,70.12367054200149,,10,70.11473745800322,70.12367054200149,70.12367054200149,0.05521641699306201,72.54273133300012,[np.float64(0.43666666666666665)],[np.float64(-0.4866666666666667)],[1],[0],[0],[2.427939459012123],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
40,0,40,[np.float64(-0.2911111111111111)],[np.float64(-0.056666666666666664)],[1],[0],[0],[1.2690337090025423],[None],40,0,40,0,72.58164016700175,,5,72.57516437501181,72.58164016700175,72.58164016700175,0.03226370799529832,73.84428383300838,[np.float64(-0.2911111111111111)],[np.float64(-0.056666666666666664)],[1],[0],[0],[1.2690337090025423],[None],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
41,0,41,[np.float64(-0.42444444444444446)],[np.float64(-0.02)],[1],[0],[0],[1.2667631250078557],['target'],41,0,41,0,73.88371529200231,,5,73.87743933300953,73.88371529200231,73.88371529200231,0.03296879200206604,75.14429870800814,[np.float64(-0.42444444444444446)],[np.float64(-0.02)],[1],[0],[0],[1.2667631250078557],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
42,0,42,[np.float64(0.28444444444444444)],[np.float64(-0.057777777777777775)],[1],[0],[0],[1.9490042499965057],['target'],42,0,42,0,75.21957129200746,,10,75.21032216701133,75.21957129200746,75.21957129200746,0.0657743330084486,77.15937737500644,[np.float64(0.28444444444444444)],[np.float64(-0.057777777777777775)],[1],[0],[0],[1.9490042499965057],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
43,0,43,[np.float64(0.2)],[np.float64(-0.20666666666666667)],[1],[0],[0],[2.340295417001471],['target'],43,0,43,0,77.22771200000716,,10,77.21878587501124,77.22771200000716,77.22771200000716,0.059232792002148926,79.55913050001254,[np.float64(0.2)],[np.float64(-0.20666666666666667)],[1],[0],[0],[2.340295417001471],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
44,0,44,[np.float64(-0.25)],[np.float64(-0.3933333333333333)],[1],[0],[0],[1.649314291003975],['target'],44,0,44,0,79.59859895800764,,5,79.59239566700126,79.59859895800764,79.59859895800764,0.03309616699698381,81.24180579200038,[np.float64(-0.25)],[np.float64(-0.3933333333333333)],[1],[0],[0],[1.649314291003975],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
45,0,45,[np.float64(-0.06111111111111111)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.5989647499955026],['target'],45,0,45,0,81.28607816700242,,5,81.27791920800519,81.28607816700242,81.28607816700242,0.03587337500357535,82.87696404200688,[np.float64(-0.06111111111111111)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.5989647499955026],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
46,0,46,[np.float64(0.43555555555555553)],[np.float64(-0.35333333333333333)],[1],[0],[0],[3.7533836250077],['target'],46,0,46,0,82.94813104200875,,10,82.93894237501081,82.94813104200875,82.94813104200875,0.06179762500687502,86.69237995801086,[np.float64(0.43555555555555553)],[np.float64(-0.35333333333333333)],[1],[0],[0],[3.7533836250077],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
47,0,47,[np.float64(0.22)],[np.float64(-0.3522222222222222)],[1],[0],[0],[1.535588791986811],['target'],47,0,47,0,86.73199804199976,,5,86.72542312501173,86.73199804199976,86.73199804199976,0.03284775000065565,88.2611684170115,[np.float64(0.22)],[np.float64(-0.3522222222222222)],[1],[0],[0],[1.535588791986811],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
48,0,48,[np.float64(0.10444444444444445)],[np.float64(0.26555555555555554)],[1],[0],[0],[1.9353997919970425],['target'],48,0,48,0,88.31170504201145,,5,88.30489325000963,88.31170504201145,88.31170504201145,0.04334329199627973,90.24036600001273,[np.float64(0.10444444444444445)],[np.float64(0.26555555555555554)],[1],[0],[0],[1.9353997919970425],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
49,0,49,[np.float64(0.3377777777777778)],[np.float64(0.49)],[1],[0],[0],[5.2152824999939185],['target'],49,0,49,0,90.27998008301074,,5,90.2736468330113,90.27998008301074,90.27998008301074,0.033075790997827426,95.48905875001219,[np.float64(0.3377777777777778)],[np.float64(0.49)],[1],[0],[0],[5.2152824999939185],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
50,0,50,[np.float64(0.16333333333333333)],[np.float64(0.44555555555555554)],[1],[0],[0],[1.1362246670032619],['target'],50,0,50,0,95.53217637501075,,5,95.5228234170063,95.53217637501075,95.53217637501075,0.033407625000108965,96.65910483300104,[np.float64(0.16333333333333333)],[np.float64(0.44555555555555554)],[1],[0],[0],[1.1362246670032619],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
51,0,51,[np.float64(-0.48)],[np.float64(0.4622222222222222)],[1],[0],[0],[1.6726376250007888],['target'],51,0,51,0,96.72841595800128,,10,96.71937516701291,96.72841595800128,96.72841595800128,0.06006625000736676,98.39206862500578,[np.float64(-0.48)],[np.float64(0.4622222222222222)],[1],[0],[0],[1.6726376250007888],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
52,0,52,[np.float64(0.01)],[np.float64(0.07888888888888888)],[1],[0],[0],[2.093947790999664],['target'],52,0,52,0,98.45759829200688,,10,98.44848962500691,98.45759829200688,98.45759829200688,0.056253209011629224,100.54249312500178,[np.float64(0.01)],[np.float64(0.07888888888888888)],[1],[0],[0],[2.093947790999664],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
53,0,53,[np.float64(0.42777777777777776)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.8361802920117043],['target'],53,0,53,0,100.57995187501365,,5,100.57370258300216,100.57995187501365,100.57995187501365,0.03103949999785982,102.40996787500626,[np.float64(0.42777777777777776)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.8361802920117043],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
54,0,54,[np.float64(-0.15888888888888889)],[np.float64(0.07888888888888888)],[1],[0],[0],[1.1996438339992892],['target'],54,0,54,0,102.45041279200814,,5,102.44376508300775,102.45041279200814,102.45041279200814,0.03354179199959617,103.6434968750109,[np.float64(-0.15888888888888889)],[np.float64(0.07888888888888888)],[1],[0],[0],[1.1996438339992892],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
55,0,55,[np.float64(0.1111111111111111)],[np.float64(0.34444444444444444)],[1],[0],[0],[1.6145140830049058],['target'],55,0,55,0,103.88919970800634,,10,103.87784725001256,103.88919970800634,103.88919970800634,0.23417987499851733,105.49240979200113,[np.float64(0.1111111111111111)],[np.float64(0.34444444444444444)],[1],[0],[0],[1.6145140830049058],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
56,0,56,[np.float64(0.28444444444444444)],[np.float64(-0.37)],[1],[0],[0],[2.067928459000541],['target'],56,0,56,0,105.53123841701017,,5,105.52464479200717,105.53123841701017,105.53123841701017,0.03206825000233948,107.59264158300357,[np.float64(0.28444444444444444)],[np.float64(-0.37)],[1],[0],[0],[2.067928459000541],['target'],3,001,2025-09-30_16h35.10.187,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h36.36.418917 +0530,
