thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
16,0,16,[np.float64(0.3022222222222222)],[np.float64(0.27)],[1],[0],[0],[1.4043632919929223],['target'],16,0,16,0,25.744313125003828,,5,25.738028874999145,25.744313125003828,25.744313125003828,0.030055082999751903,27.142490709011327,[np.float64(0.3022222222222222)],[np.float64(0.27)],[1],[0],[0],[1.4043632919929223],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
17,0,17,[np.float64(0.33444444444444443)],[np.float64(0.4477777777777778)],[1],[0],[0],[1.5244255419966066],['target'],17,0,17,0,27.189284042004147,,5,27.182884000008926,27.189284042004147,27.189284042004147,0.040156666000257246,28.707373541998095,[np.float64(0.33444444444444443)],[np.float64(0.4477777777777778)],[1],[0],[0],[1.5244255419966066],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
18,0,18,[np.float64(-0.09)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.7157509590033442],['target'],18,0,18,0,28.748988375009503,,5,28.742654917004984,28.748988375009503,28.748988375009503,0.03510812499735039,30.458505167000112,[np.float64(-0.09)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.7157509590033442],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
19,0,19,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.7558099580055568],['target'],19,0,19,0,30.528084042001865,,10,30.519144167003105,30.528084042001865,30.528084042001865,0.06038808300218079,31.2750087500026,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.7558099580055568],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
20,0,20,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.3074560829991242],[None],20,0,20,0,31.34279737500765,,10,31.334002542003873,31.34279737500765,31.34279737500765,0.058810415997868404,31.641505874998984,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.3074560829991242],[None],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
21,0,21,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.18342887499602512],[None],21,0,21,0,31.67855787499866,,5,31.672372000000905,31.67855787499866,31.67855787499866,0.03070333400683012,31.855887167010223,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.18342887499602512],[None],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
22,0,22,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.14004645899694879],[None],22,0,22,0,31.92412375001004,,10,31.914744667010382,31.92412375001004,31.92412375001004,0.05864408299385104,32.05482820900215,[np.float64(-0.09111111111111111)],[np.float64(-0.013333333333333334)],[1],[0],[0],[0.14004645899694879],[None],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
23,0,23,[np.float64(0.2866666666666667)],[np.float64(0.2644444444444444)],[1],[0],[0],[1.9315603750001173],['target'],23,0,23,0,32.11784083400562,,10,32.10904545900121,32.11784083400562,32.11784083400562,0.05409450001025107,34.040660875005415,[np.float64(0.2866666666666667)],[np.float64(0.2644444444444444)],[1],[0],[0],[1.9315603750001173],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
24,0,24,[np.float64(0.07888888888888888)],[np.float64(0.25222222222222224)],[1],[0],[0],[1.461384750000434],['target'],24,0,24,0,34.105238792006276,,10,34.096280459008995,34.105238792006276,34.105238792006276,0.05544125000596978,35.55771904200083,[np.float64(0.07888888888888888)],[np.float64(0.25222222222222224)],[1],[0],[0],[1.461384750000434],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
25,0,25,[np.float64(-0.41333333333333333)],[np.float64(0.2788888888888889)],[1],[0],[0],[2.304075042004115],['target'],25,0,25,0,35.594905999998446,,5,35.58852816700528,35.594905999998446,35.594905999998446,0.030640457989647985,37.89267829200253,[np.float64(-0.41333333333333333)],[np.float64(0.2788888888888889)],[1],[0],[0],[2.304075042004115],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
26,0,26,[np.float64(-0.46555555555555556)],[np.float64(-0.4866666666666667)],[1],[0],[0],[2.081673916996806],[None],26,0,26,0,37.93337620901002,,5,37.92697104200488,37.93337620901002,37.93337620901002,0.034097750001819804,40.00873400000273,[np.float64(-0.46555555555555556)],[np.float64(-0.4866666666666667)],[1],[0],[0],[2.081673916996806],[None],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
27,0,27,[np.float64(-0.03666666666666667)],[np.float64(-0.2833333333333333)],[1],[0],[0],[1.7648396250006044],['target'],27,0,27,0,40.0487764999998,,5,40.04247079200286,40.0487764999998,40.0487764999998,0.033554708992596716,41.807378500001505,[np.float64(-0.03666666666666667)],[np.float64(-0.2833333333333333)],[1],[0],[0],[1.7648396250006044],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
28,0,28,[np.float64(-0.33666666666666667)],[np.float64(-0.35777777777777775)],[1],[0],[0],[1.1763442079973174],['target'],28,0,28,0,41.87421445900691,,10,41.865210250005475,41.87421445900691,41.87421445900691,0.05766066600335762,43.04164679200039,[np.float64(-0.33666666666666667)],[np.float64(-0.35777777777777775)],[1],[0],[0],[1.1763442079973174],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
29,0,29,[np.float64(-0.47555555555555556)],[np.float64(-0.28555555555555556)],[1],[0],[0],[2.131197750000865],['target'],29,0,29,0,43.10218154200993,,5,43.09369666701241,43.10218154200993,43.10218154200993,0.05184679199010134,45.224948084010975,[np.float64(-0.47555555555555556)],[np.float64(-0.28555555555555556)],[1],[0],[0],[2.131197750000865],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
30,0,30,[np.float64(0.11222222222222222)],[np.float64(0.07888888888888888)],[1],[0],[0],[1.8701657089986838],['target'],30,0,30,0,45.29622175000259,,10,45.28718095899967,45.29622175000259,45.29622175000259,0.06199470801220741,47.15740141700371,[np.float64(0.11222222222222222)],[np.float64(0.07888888888888888)],[1],[0],[0],[1.8701657089986838],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
31,0,31,[np.float64(-0.20777777777777778)],[np.float64(-0.03777777777777778)],[1],[0],[0],[1.4432349999988219],['target'],31,0,31,0,47.223581042009755,,10,47.21434354200028,47.223581042009755,47.223581042009755,0.05677133399876766,48.65763329200854,[np.float64(-0.20777777777777778)],[np.float64(-0.03777777777777778)],[1],[0],[0],[1.4432349999988219],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
32,0,32,[np.float64(0.3377777777777778)],[np.float64(-0.18555555555555556)],[1],[0],[0],[1.751197499994305],['target'],32,0,32,0,48.696838542004116,,5,48.69053558399901,48.696838542004116,48.696838542004116,0.032729083992308006,50.44180749999941,[np.float64(0.3377777777777778)],[np.float64(-0.18555555555555556)],[1],[0],[0],[1.751197499994305],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
33,0,33,[np.float64(-0.08222222222222222)],[np.float64(0.25222222222222224)],[1],[0],[0],[2.3071602920099394],['target'],33,0,33,0,50.50959995901212,,10,50.5006924590125,50.50959995901212,50.50959995901212,0.05870824999874458,52.80790762499964,[np.float64(-0.08222222222222222)],[np.float64(0.25222222222222224)],[1],[0],[0],[2.3071602920099394],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
34,0,34,[np.float64(0.09)],[np.float64(-0.22)],[1],[0],[0],[1.8677160000079311],['target'],34,0,34,0,52.84691849999945,,5,52.84070666700427,52.84691849999945,52.84691849999945,0.03262566600460559,54.70850129199971,[np.float64(0.09)],[np.float64(-0.22)],[1],[0],[0],[1.8677160000079311],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
35,0,35,[np.float64(0.35777777777777775)],[np.float64(0.3022222222222222)],[1],[0],[0],[1.8307978339871624],['target'],35,0,35,0,54.74888062500395,,5,54.742514334007865,54.74888062500395,54.74888062500395,0.033836417002021335,56.57340462499997,[np.float64(0.35777777777777775)],[np.float64(0.3022222222222222)],[1],[0],[0],[1.8307978339871624],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
36,0,36,[np.float64(0.2822222222222222)],[np.float64(-0.17333333333333334)],[1],[0],[0],[1.7278931250039022],['target'],36,0,36,0,56.63945433399931,,10,56.63052516699827,56.63945433399931,56.63945433399931,0.056879708004998975,58.358484666998265,[np.float64(0.2822222222222222)],[np.float64(-0.17333333333333334)],[1],[0],[0],[1.7278931250039022],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
37,0,37,[np.float64(-0.14666666666666667)],[np.float64(0.14555555555555555)],[1],[0],[0],[1.905632957990747],['target'],37,0,37,0,58.42760487500345,,10,58.4186966670095,58.42760487500345,58.42760487500345,0.06001170800300315,60.32438099999854,[np.float64(-0.14666666666666667)],[np.float64(0.14555555555555555)],[1],[0],[0],[1.905632957990747],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
38,0,38,[np.float64(0.023333333333333334)],[np.float64(-0.2811111111111111)],[1],[0],[0],[1.4784803749935236],['target'],38,0,38,0,60.38868433400057,,10,60.379774959001224,60.38868433400057,60.38868433400057,0.05522562499390915,61.858311625008355,[np.float64(0.023333333333333334)],[np.float64(-0.2811111111111111)],[1],[0],[0],[1.4784803749935236],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
39,0,39,[np.float64(0.22444444444444445)],[np.float64(-0.3566666666666667)],[1],[0],[0],[1.9503832920017885],['target'],39,0,39,0,61.89678520899906,,5,61.890512625002884,61.89678520899906,61.89678520899906,0.032028750007157214,63.840966417003074,[np.float64(0.22444444444444445)],[np.float64(-0.3566666666666667)],[1],[0],[0],[1.9503832920017885],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
40,0,40,[np.float64(0.06555555555555556)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.4904497079987777],['target'],40,0,40,0,63.90919533401029,,10,63.90021845900628,63.90919533401029,63.90919533401029,0.05907516700972337,65.39072737500828,[np.float64(0.06555555555555556)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.4904497079987777],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
41,0,41,[np.float64(-0.04555555555555556)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.2813491660053842],['target'],41,0,41,0,65.43012966700189,,5,65.42394575000799,65.43012966700189,65.43012966700189,0.03300866599602159,66.70536145901133,[np.float64(-0.04555555555555556)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.2813491660053842],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
42,0,42,[np.float64(-0.43222222222222223)],[np.float64(0.23333333333333334)],[1],[0],[0],[2.2030574579985114],['target'],42,0,42,0,66.74383208400104,,5,66.7373730840045,66.74383208400104,66.74383208400104,0.03183774999342859,68.94050079199951,[np.float64(-0.43222222222222223)],[np.float64(0.23333333333333334)],[1],[0],[0],[2.2030574579985114],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
43,0,43,[np.float64(0.3488888888888889)],[np.float64(-0.2677777777777778)],[1],[0],[0],[1.8599247079982888],['target'],43,0,43,0,69.00647675000073,,10,68.99763629199879,69.00647675000073,69.00647675000073,0.056951875012600794,70.85761216700485,[np.float64(0.3488888888888889)],[np.float64(-0.2677777777777778)],[1],[0],[0],[1.8599247079982888],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
44,0,44,[np.float64(0.4)],[np.float64(0.3288888888888889)],[1],[0],[0],[1.2834064170019701],['target'],44,0,44,0,70.89694766700268,,5,70.89073875000759,70.89694766700268,70.89694766700268,0.03294912500132341,72.17421216701041,[np.float64(0.4)],[np.float64(0.3288888888888889)],[1],[0],[0],[1.2834064170019701],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
45,0,45,[np.float64(-0.2111111111111111)],[np.float64(0.04777777777777778)],[1],[0],[0],[1.7689317909971578],['target'],45,0,45,0,72.2129241250077,,5,72.2067551670043,72.2129241250077,72.2129241250077,0.03237029199954122,73.97578866701224,[np.float64(-0.2111111111111111)],[np.float64(0.04777777777777778)],[1],[0],[0],[1.7689317909971578],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
46,0,46,[np.float64(0.4533333333333333)],[np.float64(-0.23)],[1],[0],[0],[1.388425625002128],['target'],46,0,46,0,74.04451095900731,,10,74.03560675001063,74.04451095900731,74.04451095900731,0.059559750006883405,75.42408587499813,[np.float64(0.4533333333333333)],[np.float64(-0.23)],[1],[0],[0],[1.388425625002128],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
47,0,47,[np.float64(-0.08888888888888889)],[np.float64(0.30777777777777776)],[1],[0],[0],[2.1702606660110177],['target'],47,0,47,0,75.46090379200177,,5,75.45464200001152,75.46090379200177,75.46090379200177,0.030385125006432645,77.62497450000956,[np.float64(-0.08888888888888889)],[np.float64(0.30777777777777776)],[1],[0],[0],[2.1702606660110177],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
48,0,48,[np.float64(0.22)],[np.float64(-0.15777777777777777)],[1],[0],[0],[1.572784000003594],['target'],48,0,48,0,77.6941450840095,,10,77.6851720840059,77.6941450840095,77.6941450840095,0.06002433400135487,79.25801087501168,[np.float64(0.22)],[np.float64(-0.15777777777777777)],[1],[0],[0],[1.572784000003594],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
49,0,49,[np.float64(-0.4777777777777778)],[np.float64(-0.4)],[1],[0],[0],[2.4611128749966156],['target'],49,0,49,0,79.32251837500371,,10,79.31364925000526,79.32251837500371,79.32251837500371,0.055470000006607734,81.77484100000584,[np.float64(-0.4777777777777778)],[np.float64(-0.4)],[1],[0],[0],[2.4611128749966156],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
50,0,50,[np.float64(-0.37222222222222223)],[np.float64(0.12555555555555556)],[1],[0],[0],[1.2683034999936353],['target'],50,0,50,0,81.81385625000985,,5,81.80752675000986,81.81385625000985,81.81385625000985,0.032460542002809234,83.0759102919983,[np.float64(-0.37222222222222223)],[np.float64(0.12555555555555556)],[1],[0],[0],[1.2683034999936353],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
51,0,51,[np.float64(0.3211111111111111)],[np.float64(0.07666666666666666)],[1],[0],[0],[1.5163513330044225],['target'],51,0,51,0,83.11600104199897,,5,83.10936083400156,83.11600104199897,83.11600104199897,0.033239583994145505,84.62579579200246,[np.float64(0.3211111111111111)],[np.float64(0.07666666666666666)],[1],[0],[0],[1.5163513330044225],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
52,0,52,[np.float64(0.32555555555555554)],[np.float64(0.2911111111111111)],[1],[0],[0],[3.171944417001214],['target'],52,0,52,0,84.69479183400108,,10,84.68586783400679,84.69479183400108,84.69479183400108,0.05988675000844523,87.85786775000452,[np.float64(0.32555555555555554)],[np.float64(0.2911111111111111)],[1],[0],[0],[3.171944417001214],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
53,0,53,[np.float64(-0.2411111111111111)],[np.float64(-0.19777777777777777)],[1],[0],[0],[1.2224188749969471],['target'],53,0,53,0,87.8955463750026,,5,87.88928891700925,87.8955463750026,87.8955463750026,0.0312517080019461,89.11190445900138,[np.float64(-0.2411111111111111)],[np.float64(-0.19777777777777777)],[1],[0],[0],[1.2224188749969471],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
54,0,54,[np.float64(-0.16111111111111112)],[np.float64(-0.023333333333333334)],[1],[0],[0],[1.264419540995732],['target'],54,0,54,0,89.18548933400598,,10,89.17617562500527,89.18548933400598,89.18548933400598,0.06395658399560489,90.4406570840074,[np.float64(-0.16111111111111112)],[np.float64(-0.023333333333333334)],[1],[0],[0],[1.264419540995732],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
55,0,55,[np.float64(0.41888888888888887)],[np.float64(-0.16555555555555557)],[1],[0],[0],[1.3004966659937054],['target'],55,0,55,0,90.48138487500546,,5,90.4750904590037,90.48138487500546,90.48138487500546,0.0342295829905197,91.77566091700282,[np.float64(0.41888888888888887)],[np.float64(-0.16555555555555557)],[1],[0],[0],[1.3004966659937054],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
56,0,56,[np.float64(-0.30333333333333334)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.7561542090115836],['target'],56,0,56,0,91.84333683400473,,10,91.83443583401095,91.84333683400473,91.84333683400473,0.05859687500924338,93.59064391700667,[np.float64(-0.30333333333333334)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.7561542090115836],['target'],1,001,2025-09-30_16h21.39.806,Visual Search Experiment,,2025.1.1,None,2025-09-30 16h21.49.248319 +0530,
