reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
27.0,50.0,21.0,0,0,0,t,11.359832209011074,None,0,0,0,2,0.09858295897720382,,0.09110095899086446,0.09858295897720382,1.0064395000226796,1.0064395000226796,1.0919165840023197,12.827155167004094,t,11.359832209011074,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
15.0,35.0,13.0,1,1,0,l,4.762160499987658,None,0,1,1,1,12.858501375012565,,12.832575084001292,12.858501375012565,13.82468337501632,13.82468337501632,13.846478625026066,18.597596624982543,l,4.762160499987658,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
78.0,80.0,162.0,2,2,0,t,2.3123862909851596,None,0,2,2,6,18.6152137920144,,18.607063375005964,18.6152137920144,19.595519834023435,19.595519834023435,19.613282417005394,21.910334041982424,t,2.3123862909851596,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
49.0,60.0,89.0,3,3,0,t,2.7313534999848343,None,0,3,3,4,21.930180084018502,,21.92091479199007,21.930180084018502,22.908464875014033,22.908464875014033,22.924854542012326,25.65093829203397,t,2.7313534999848343,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
11.0,30.0,7.0,4,4,0,l,1.991720250051003,None,0,4,4,0,25.685846916981973,,25.661019375023898,25.685846916981973,26.64900666702306,26.64900666702306,26.681490916991606,28.643910499988124,l,1.991720250051003,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
40.0,55.0,62.0,5,5,0,t,2.9681328749866225,None,0,5,5,3,28.661510584002826,,28.650520625000354,28.661510584002826,29.641419249994215,29.641419249994215,29.658284584002104,32.61632158397697,t,2.9681328749866225,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
67.0,75.0,119.0,6,6,0,t,1.9644051659852266,None,0,6,6,5,32.63323049998144,,32.62331445899326,32.63323049998144,33.607238958997186,33.607238958997186,33.630298709031194,35.57723262498621,t,1.9644051659852266,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
49.0,60.0,89.0,7,0,1,t,3.3510861250106245,None,1,0,7,4,35.59408437501406,,35.58348941698205,35.59408437501406,36.57516408403171,36.57516408403171,36.591909708979074,39.940679709019605,t,3.3510861250106245,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
15.0,35.0,13.0,8,1,1,l,2.055132708977908,None,1,1,8,1,39.95636320899939,,39.947341791994404,39.95636320899939,40.93219708401011,40.93219708401011,40.946633583982475,42.99331745901145,l,2.055132708977908,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
27.0,50.0,21.0,9,2,1,l,2.760297166008968,None,1,2,9,2,43.009712792001665,,42.99948762502754,43.009712792001665,43.99188970902469,43.99188970902469,44.00873375002993,46.76263233402278,l,2.760297166008968,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
67.0,75.0,119.0,10,3,1,t,1.6512033329927363,None,1,3,10,5,46.783752458984964,,46.77399116702145,46.783752458984964,47.75893712497782,47.75893712497782,47.779451709007844,49.42111604200909,t,1.6512033329927363,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
11.0,30.0,7.0,11,4,1,l,0.8262745839892887,None,1,4,11,0,49.44219670898747,,49.429829542001244,49.44219670898747,50.41779558401322,50.41779558401322,50.4404775419971,51.24978050001664,l,0.8262745839892887,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
78.0,80.0,162.0,12,5,1,t,1.0433640839764848,None,1,5,12,6,51.268444875022396,,51.2572990420158,51.268444875022396,52.24865916703129,52.24865916703129,52.266540249984246,53.29925679200096,t,1.0433640839764848,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
40.0,55.0,62.0,13,6,1,t,1.109991125005763,None,1,6,13,3,53.3148898340296,,53.30567000003066,53.3148898340296,54.298855417000595,54.298855417000595,54.30835745902732,55.41493683401495,t,1.109991125005763,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
40.0,55.0,62.0,14,0,2,t,0.7769143750192598,None,2,0,14,3,55.42716945899883,,55.415245625015814,55.42716945899883,56.4149923340301,56.4149923340301,56.42487683403306,57.199381958984304,t,0.7769143750192598,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
49.0,60.0,89.0,15,1,2,t,0.9780275829834864,None,2,1,15,4,57.21669362502871,,57.206317292002495,57.21669362502871,58.19881770899519,58.19881770899519,58.21246691700071,59.182566292001866,t,0.9780275829834864,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
27.0,50.0,21.0,16,2,2,l,0.8239847919903696,None,2,2,16,2,59.19821787503315,,59.18849695898825,59.19821787503315,60.182856958999764,60.182856958999764,60.191547584021464,61.01054141699569,l,0.8239847919903696,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
11.0,30.0,7.0,17,3,2,l,0.7684833749663085,None,2,3,17,0,61.02805670897942,,61.01782925002044,61.02805670897942,62.008257334004156,62.008257334004156,62.02463162498316,62.781273125030566,l,0.7684833749663085,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
15.0,35.0,13.0,18,4,2,l,0.6937237910460681,None,2,4,18,1,62.79499904200202,,62.78695716703078,62.79499904200202,63.7748413340305,63.7748413340305,63.79169225000078,64.47714979201555,l,0.6937237910460681,None,4,001,2025-10-24_14h46.07.526,delay discounting,,2025.1.1,None,2025-10-24 14h46.39.555745 +0530,
